name,carrier,type,p_nom,bus,marginal_cost,ramp_limit_up,ramp_limit_down,p_max_pu,control,build_year,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_opt
Carrington,Natural Gas,CCGT,910.0,Daines,,1.0,1.0,1.0,PQ,0,0,0,1,0,910.0
Fellside CHP*,Natural Gas,CCGT,155.0,Harker,,1.0,1.0,1.0,PQ,0,0,0,1,0,155.0
Rocksavage,Natural Gas,CCGT,810.0,Deeside,,1.0,1.0,1.0,PQ,0,0,0,1,0,810.0
Coryton,Natural Gas,CCGT,800.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,800.0
Spalding,Natural Gas,CCGT,950.0,Walpole,,1.0,1.0,1.0,PQ,0,0,0,1,0,950.0
Marchwood,Natural Gas,CCGT,898.0,Lovedean,,1.0,1.0,1.0,PQ,0,0,0,1,0,898.0
Didcot B,Natural Gas,CCGT,1450.0,Bramley,,1.0,1.0,1.0,PQ,0,0,0,1,0,1450.0
Great Yarmouth,Natural Gas,CCGT,420.0,Bramford,,1.0,1.0,1.0,PQ,0,0,0,1,0,420.0
Little Barford,Natural Gas,CCGT,723.0,Sundon/East Claydon,,1.0,1.0,1.0,PQ,0,0,0,1,0,723.0
Pembroke,Natural Gas,CCGT,2199.0,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,2199.0
Staythorpe C,Natural Gas,CCGT,1772.0,Ratcliffe,,1.0,1.0,1.0,PQ,0,0,0,1,0,1772.0
Seabank,Natural Gas,CCGT,1234.0,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,1234.0
Wilton GT*,Natural Gas,OCGT,120.0,Stella West,,1.0,1.0,1.0,PQ,0,0,0,1,0,120.0
Burghfield,Natural Gas,OCGT,50.0,Bramley,,1.0,1.0,1.0,PQ,0,0,0,1,0,50.0
Chickerell,Natural Gas,OCGT,50.0,S.W.Penisula,,1.0,1.0,1.0,PQ,0,0,0,1,0,50.0
Chippenham,Natural Gas,OCGT,10.07,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,10.07
Peterhead,Natural Gas,CCGT,1180.0,Peterhead,,1.0,1.0,1.0,PQ,0,0,0,1,0,1180.0
Keadby,Natural Gas,CCGT,735.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,735.0
Medway,Natural Gas,CCGT,755.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,755.0
Pilkington - Greengate *,Natural Gas,OCGT,10.0,Deeside,,1.0,1.0,1.0,PQ,0,0,0,1,0,10.0
Saltend*,Natural Gas,CCGT,1200.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,1200.0
Cottam Development Centre,Natural Gas,CCGT,445.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,445.0
Enfield,Natural Gas,CCGT,408.0,London,,1.0,1.0,1.0,PQ,0,0,0,1,0,408.0
Grain CHP*,Natural Gas,CCGT,1517.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,1517.0
Killingholme,Natural Gas,OCGT,600.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,600.0
VPI Immingham*,Natural Gas,CCGT,1252.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,1252.0
Connahs Quay,Natural Gas,CCGT,1380.0,Deeside,,1.0,1.0,1.0,PQ,0,0,0,1,0,1380.0
Baglan Bay GT,Oil,Diesel/gas Diesel/Gas oil,32.3,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,32.3
Drax GT,Oil,Diesel/gas Diesel/Gas oil,75.0,Thornton/Drax/Eggborough,,1.0,1.0,1.0,PQ,0,0,0,1,0,75.0
West Burton GT,Oil,Diesel/gas Diesel/Gas oil,40.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,40.0
Keadby GT,Oil,Diesel/gas Diesel/Gas oil,25.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,25.0
Grain GT,Oil,Diesel/gas Diesel/Gas oil,56.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,56.0
Cowes,Oil,Diesel/Gas oil,140.0,Lovedean,,1.0,1.0,1.0,PQ,0,0,0,1,0,140.0
Didcot GT,Oil,Diesel/Gas oil,100.0,Sundon/East Claydon,,1.0,1.0,1.0,PQ,0,0,0,1,0,100.0
Little Barford GT,Oil,Diesel/Gas oil,17.0,Sundon/East Claydon,,1.0,1.0,1.0,PQ,0,0,0,1,0,17.0
Lerwick,Oil,Diesel/Gas oil,67.0,Peterhead,,1.0,1.0,1.0,PQ,0,0,0,1,0,67.0
Thatcham,Oil,Diesel/Gas oil,9.0,Bramley,,1.0,1.0,1.0,PQ,0,0,0,1,0,9.0
Arnish,Oil,Diesel/Gas oil,10.0,Beauly,,1.0,1.0,1.0,PQ,0,0,0,1,0,10.0
Barra,Oil,Diesel/Gas oil,2.5,Beauly,,1.0,1.0,1.0,PQ,0,0,0,1,0,2.5
Bowmore,Oil,Diesel/Gas oil,6.0,N. Ireland,,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Kirkwall,Oil,Diesel/Gas oil,16.0,Peterhead,,1.0,1.0,1.0,PQ,0,0,0,1,0,16.0
"Loch Carnan, South Uist",Oil,Diesel/Gas oil,11.0,Beauly,,1.0,1.0,1.0,PQ,0,0,0,1,0,11.0
Stornoway,Oil,Diesel/Gas oil,23.0,Beauly,,1.0,1.0,1.0,PQ,0,0,0,1,0,23.0
Tiree,Oil,Diesel/Gas oil,2.5,Neilston,,1.0,1.0,1.0,PQ,0,0,0,1,0,2.5
Indian Queens,Oil,Diesel/Gas oil,140.0,S.W.Penisula,,1.0,1.0,1.0,PQ,0,0,0,1,0,140.0
Grain (OCGT),Oil,Diesel/Gas oil,50.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,50.0
Ratcliffe GT,Oil,Diesel/Gas oil,34.0,Ratcliffe,,1.0,1.0,1.0,PQ,0,0,0,1,0,34.0
Taylor's Lane GT,Oil,Diesel/Gas oil,144.0,Lovedean,,1.0,1.0,1.0,PQ,0,0,0,1,0,144.0
Green's Lodge Farm,Anaerobic Digestion,Anaerobic Digestion,2.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Oak Grove Biomass Facility,Anaerobic Digestion,Anaerobic Digestion,2.0,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Land at Grange Farm,Anaerobic Digestion,Anaerobic Digestion,1.1,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
North Tamar Environ Project - Holsworthy  (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.4,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Deerdykes Composting and Organics Recycling Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Cumbernauld BioPlant  (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Carr Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Stoke Bardolph energy crop (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
BV Dairy  (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
South Manchester Resource Recovery Centre (AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Reliance Street Mechanical Biological Treatment Facility (MBT),Anaerobic Digestion,Anaerobic Digestion,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Fenmarc Fenland AD Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Marsh Farm  (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Thornton Waste Recovery Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.9,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Farington Waste Recovery Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.9,Penwortham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Fernbrook AD Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Sefter Farm AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Brookfield Farm AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.3,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Cassington AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.1,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.1
Energen biogas cumbernauld,Anaerobic Digestion,Anaerobic Digestion,2.4,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Bristol STW (Waste AD),Anaerobic Digestion,Anaerobic Digestion,10.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,10.0
A C Shropshire (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.5,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.5
Lowbrook Farm Anaerobic Digester (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.3,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Symonds Farm Power Ltd (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.4,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Buttermilk Farm,Anaerobic Digestion,Anaerobic Digestion,1.1,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Spring Farm (biomass),Anaerobic Digestion,Anaerobic Digestion,1.0,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Trinity Hall Farm,Anaerobic Digestion,Anaerobic Digestion,1.1,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Sandhill Anaerobic Digestion Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Abbots moor Farm Anaerobic Digester (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Poplars Anaerobic Digestion Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,6.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Reepham Road (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Coleshill STW (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Colwick Industrial Estate (Farm and Food waste),Anaerobic Digestion,Anaerobic Digestion,2.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Green Waste Composting Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.2,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Singleton Birch (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,Anaerobic Digestion,Anaerobic Digestion,1.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Bredbury Park Way - AD Stockport (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
"Stud Farm, Rufford (Farm AD)",Anaerobic Digestion,Anaerobic Digestion,2.2,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Barkip Anaerobic Digestor (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.2,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Dryholme Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Lochhead Landfill CHP,Anaerobic Digestion,Anaerobic Digestion,1.7,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.7
Merevale & Blyth Estate (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Bygrave Lodge Farm Anaerobic Digestion Facility (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.3,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Westwood AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
May Farm Anaerobic Digester (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Carousel Dairy AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Cannington Cold Stores,Anaerobic Digestion,Anaerobic Digestion,3.3,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.3
McCain Foods AD Plant (AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Preston Road AD Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.8,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.8
East Dagenham Docks AD (AD),Anaerobic Digestion,Anaerobic Digestion,1.4,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Manor Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Westcott Venture Park,Anaerobic Digestion,Anaerobic Digestion,2.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Swancote Farm AD (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.2,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Glasgow Renewable Energy and Recycling Centre (Waste AD),Anaerobic Digestion,Anaerobic Digestion,5.0,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Wyke Farms Biogas (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
South Kirkby Business Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,6.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Energy Works Hull - AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Staples Anaerobic Digestion CHP Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Dimmer Anaerobic Digestor (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Wallingford (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Granox Biogas Plant,Anaerobic Digestion,Anaerobic Digestion,5.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension,Anaerobic Digestion,Anaerobic Digestion,3.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Trumps Farm (AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Ratty's Lane Sustainable Energy Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Brookhurst Wood (Waste AD),Anaerobic Digestion,Anaerobic Digestion,4.5,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.5
Halstead Renewable Power Project (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Walpole Landfill AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.6,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Waen Biogas (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Pebble Hall Farm - resubmission - Food Waste AD,Anaerobic Digestion,Anaerobic Digestion,4.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
St Nicholas Court Farm (AD) - resubmission,Anaerobic Digestion,Anaerobic Digestion,1.2,Sellindge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Gore Cross - AD,Anaerobic Digestion,Anaerobic Digestion,2.2,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Dagenham Docks Biogas (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.4,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Leeming Bar (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Metheringham Heath (Farm AD),Anaerobic Digestion,Anaerobic Digestion,6.5,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.5
Pure Malt Products AD,Anaerobic Digestion,Anaerobic Digestion,1.5,Torness,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Codford Biogas (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.7,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.7
Bolton Road Waste Treatment and Renewable Energy Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,4.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
Broughall Fields Farm,Anaerobic Digestion,Anaerobic Digestion,2.4,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Cattlegate Farm Biogas (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
GlaxoSmithKline (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Great Hele Farm AD farm waste,Anaerobic Digestion,Anaerobic Digestion,1.3,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Imperial Park,Anaerobic Digestion,Anaerobic Digestion,5.1,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.1
Land Adjacent to Thomas Swan and Co Ltd.,Anaerobic Digestion,Anaerobic Digestion,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
North Moor Farm AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,4.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
Sutton Grange AD Plant,Anaerobic Digestion,Anaerobic Digestion,3.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Wingmoor Farm (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.6,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Carrington Farm AD,Anaerobic Digestion,Anaerobic Digestion,3.0,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
West Roucan Farm,Anaerobic Digestion,Anaerobic Digestion,1.2,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Charlton Lane Eco Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.7,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.7
Bourne Park AD (AD),Anaerobic Digestion,Anaerobic Digestion,1.1,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Decoy Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.8,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Allerton Waste Recovery Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.1,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Coursers Farm AD Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Millerhill AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Torness,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Hogsbrook Farm - Farm AD,Anaerobic Digestion,Anaerobic Digestion,1.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Wothersome Grange Farm House AD - crops,Anaerobic Digestion,Anaerobic Digestion,1.0,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Knostrop WWTW AD,Anaerobic Digestion,Anaerobic Digestion,2.4,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Land South East Of Water Treatment Works Bridge End,Anaerobic Digestion,Anaerobic Digestion,1.5,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Teeside Green Energy Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,4.8,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.8
Crowmarsh Battle Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.3,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Salford Refuse Treatment Plant (AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Stormy Down (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
British Sugar - Bury,Anaerobic Digestion,Anaerobic Digestion,5.0,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Arla Dairy Site,Anaerobic Digestion,Anaerobic Digestion,5.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Gravel Pit Farm (Resubmission),Anaerobic Digestion,Anaerobic Digestion,1.0,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
