GSP ID,GSP Group,Minor FLOP,Name,Latitude,Longitude,Comments
CEAN_P,_P,T1,Ceannacroc,57.15401813,-4.93670244,
CELL_1,_E,L5,Cellarhead,53.04114256,-2.085759001,
CHAP,_N,S6,Chapelcross,55.01352163,-3.221100707,
CHAR_P,_P,T4,Charleston,56.47382646,-3.044800773,
CHAS,_N,S6,Charlotte Street,55.85505434,-4.239011517,
CHSI_1,_J,A8,Chessington,51.34342592,-0.323348759,
CHTE_1,_B,P3,Chesterfield,53.22428249,-1.387485963,
CHIC_1,_H,E1,Chickerell,50.6243722,-2.489261224,
CITR_1,_C,A7,City Road,51.53069,-0.0958,
CLAC_P,_P,T3,Clachan,56.27712554,-4.922002162,
CLT03,_A,J5,Clacton,51.825998,1.17942,
CLAY_P,_P,T2,Clayhills,57.14022844,-2.098600116,
CLYM,_N,S6,Clyde’s Mill,55.822417,-4.1492781,
COAT,_N,S6,Coatbridge,55.85144437,-4.013441355,
COCK,_N,S6,Cockenzie,55.96662487,-2.967000664,
CONQA1,_D,M5,Connah's Quay,53.22754949,-3.072662698,
COUA_P,_P,T4,Coupar Angus,56.53812663,-3.273000945,
COVE_1,_B,L3,Coventry,52.45552902,-1.463957482,
COWL_1,_H,D6,Cowley,51.71035,-1.19091,
COYL,_N,S6,Coylton,55.44712294,-4.429001551,
CRAI_P,_P,T2,Craigiebuckler,57.13112841,-2.153000157,
CREB_1,_M,P8,Creyke Beck,53.8009731,-0.4144914,
CUMB,_N,S5,Cumbernauld,55.94697769,-3.96379534,
CUPA,_N,S5,Cupar,56.31422597,-3.035000748,
CURR,_N,S6,Currie,55.90222463,-3.308700882,
DALL_P,_P,T1,Dallas,57.556815,-3.420461,
DALM3,_N,S6,Dalmarnock,55.835349,-4.20354,
DEVM,_N,S6,Devol Moor,55.92738048,-4.676817863,
DEVO,_N,S5,Devonside,56.13732532,-3.779201246,
DEWP,_N,S6,Dewar Place,55.94719479,-3.209000822,
DOUN_P,_P,T5,Dounreay,58.57592179,-3.753501664,
DRAK_1,_B,L2,Drakelow,52.77320433,-1.649460333,
DRAX_1,_M,P4,Drax,53.73247783,-0.992567062,
DRUM,_N,S5,Drumchapel,55.91572452,-4.348901612,
DRCR,_N,S5,Drumcross,55.90647761,-3.587601071,
DUDH_P,_P,T4,Dudhope,56.46172643,-2.950000704,
DUNB,_N,S6,Dunbar,55.97660493,-2.572700408,
DUBE_P,_P,T5,Dunbeath,58.25293114,-3.429801313,
DUNF,_N,S5,Dunfermline,56.08955522,-3.448901005,
DUNO_P,_P,S5,Dunoon,55.97462457,-4.940002084,
DUGR_P,_P,T1,Dunvegan,57.42792837,-6.531004176,
DYCE_P,_P,T2,Dyce,57.21142863,-2.18100018,
EALI_6,_H,A7,Ealing,51.5016007,-0.296757438,
EAST,_N,S6,Earlstoun,55.11022183,-4.169301294,
ECLA_1,_B,D4,East Claydon,51.92717248,-0.908263578,
ECLA_H,_H,D4,East Claydon,51.92717248,-0.908263578,
EKIL,_N,S6,East Kilbride,55.78492412,-4.191601466,
EKIS,_N,S6,East Kilbride South,55.73952397,-4.161101434,
EERH,_N,S6,Easterhouse,55.87860445,-4.073001403,
EASO_1,_A,J4,Eaton Socon,52.21493994,-0.302532899,
ECCL,_N,S6,Eccles,55.66812393,-2.327700238,
ELDE,_N,S6,Elderslie,55.83952424,-4.462901677,
ELGI_P,_P,T1,Elgin,57.66232975,-3.317201133,
ELLA_1,_M,P1,Elland,53.69492305,-1.822610331,
ELST_1,_A,A6,Elstree,51.660005,-0.342297996,
ENDE_1,_B,L8,Enderby,52.59805668,-1.2148354,
ERSK,_N,S6,Erskine,55.90362445,-4.481001707,
EXET1,_L,F6,Exeter,50.76653853,-3.405935773,
FASN_P,_P,T1,Fasnakyle,57.32282862,-4.789402354,
FAWL_1,_H,B2,Fawley,50.82102062,-1.329732989,
FECK_6,_E,L3,Feckenham,52.25241222,-1.972149927,
FERRA2,_M,P5,Ferrybridge A,53.7201,-1.27258,
FERRB1,_F,P5,Ferrybridge B,53.72214524,-1.278177395,
FERRB_M,_M,P6,Ferrybridge B,53.72214524,-1.278177395,
FETT_P,_P,T2,Fetteresso,56.964638,-2.347373,
FIDD_P,_P,T2,Fiddes,56.92102782,-2.292000257,
FIDF_1,_D,N1,Fiddlers Ferry,53.37157,-2.68833,
FINN,_N,S5,Finnieston,55.863398,-4.286086,
FLEE_1,_H,B3,Fleet,51.25023576,-0.88102927,
FAUG_P,_P,T1,Fort Augustus,57.13662813,-4.714502234,
FWIL_P,_P,T1,Fort William,56.81932714,-5.074302462,
FOUR_1,_F,Q8,Fourstones,55.01232,-2.16339,
FRAS_P,_P,T2,Fraserburgh,57.68624988,-2.023970061,
FROD_1,_D,N3,Frodsham,53.30938,-2.71734,
GALA,_N,S6,Galashiels,55.60782371,-2.766500503,
GIFF,_N,S6,Giffnock,55.79802414,-4.297701545,
GLEF_P,_P,T1,Glenfarclas,57.415992,-3.315988,
GLLE,_N,S6,Glenlee,55.09722178,-4.181001299,
GLLU,_N,S6,Glenluce,54.87662088,-4.798001647,
GLNI,_N,S5,Glenniston,56.1084253,-3.267100883,
GLRO,_N,S5,Glenrothes,56.20402561,-3.196300847,
GORG,_N,S6,Gorgie,55.93502474,-3.234800837,
GOVA,_N,S6,Govan,55.85352432,-4.314201571,
GREE_H,_H,A7,Greenford,51.53495051,-0.257050264,
GREN_1,_B,J6,Grendon,52.24336404,-0.725684495,
GRIW_1,_M,P7,Grimsby West,53.56596349,-0.15076043,
GRUB_P,_P,T1,Grudie Bridge,57.61452938,-4.829902473,
HACK_1,_C,A1,Hackney 132kV,51.55946391,-0.040783844,
HACK_6,_C,A1,Hackney 66kV,51.55952616,-0.044431147,
HAGR,_N,S6,Haggs Road,55.83002425,-4.296476552,
HAMHC1,_E,L3,Hams Hall,52.52866093,-1.708745398,
HARK_1,_G,Q8,Harker,54.94152557,-2.964416544,
HARM_6,_F,Q4,Hart Moor,54.70123646,-1.290579837,
HAWI,_N,S6,Hawick,55.4282231,-2.791000502,
HAWP_6,_F,Q4,Hawthorn Pit,54.80625179,-1.401606493,
HELE,_N,S5,Helensburgh,56.01992478,-4.701001908,
HEYS_1,_G,R5,Heysham (NGET),54.03269168,-2.888958664,
HEYS1,_G,R5,Heysham (Barrow WF),54.03269168,-2.888958664,
HUER,_N,S6,Hunterston Farm,55.74322384,-4.863501953,
HURS_1,_C,A8,Hurst,51.43577,0.15361,
HUTT_1,_G,R6,Hutton,54.29781087,-2.672149574,
IMPK_1,_D,H6,Imperial Park,51.54742249,-3.031499838,
INDQ1,_L,F6,Indian Queens,50.39489546,-4.900811188,
INKE,_N,S5,Inverkeithing,56.04217507,-3.389520957,
INNE_P,_P,T1,Inverness,57.45202908,-4.241401893,
IROA1,_L,G5,Iron Acton,51.56898279,-2.481269925,
IRONB1,_E,L5,Ironbridge,52.63248419,-2.509970581,
ISLI_1,_C,A7,Islington,51.561381,-0.113443,
IVER_1,_H,A6,Iver 132kV,51.54183582,-0.497640556,
IVER_6,_H,A6,Iver 66kV,51.54134646,-0.496506759,
JOHN,_N,S6,Johnstone,55.84432425,-4.504101709,
JORD_3,_M,P3,Jordanthorpe,53.33006,-1.45341,
KAIM,_N,S6,Kaimes,55.89052461,-3.163400784,
KEAD_1,_M,P8,Keadby,53.59722,-0.75792,
KEAR_1,_G,N4,Kearsley 132kV,53.53816,-2.35903,
KEAR_3,_G,N4,Kearsley 33kV,53.53816,-2.35903,
KEIT_P,_P,T1,Keith,57.53762947,-2.932700798,
KEMS_1,_J,C3,Kemsley,51.36728936,0.74063934,
KEOO,_N,S6,Kendoon,55.16082201,-4.180501313,
KIER,_N,S5,Killermont,55.90332448,-4.30990158,
KIIN_P,_P,T4,Killin,56.47542628,-4.324501732,
KILS,_N,S6,Kilmarnock South,55.57962338,-4.456001604,
KILT,_N,S6,Kilmarnock Town,55.59312342,-4.48700163,
KILW,_N,S6,Kilwinning,55.66402362,-4.678101789,
KINO_1,_J,C2,Kingsnorth,51.42001977,0.596217441,
KINL_P,_P,T1,Kinlochleven,56.71362686,-4.950002319,
KINT_P,_P,T2,Kintore,57.21292863,-2.37400033,
KIBY_1,_D,N1,Kirkby (_D),53.46933833,-2.849475138,
KIBY_G,_G,N1,Kirkby (_G),53.46933833,-2.849475138,
KIRKB1,_M,P1,Kirkstall B,53.80583,-1.59684,
KITW_1,_E,L2,Kitwell,52.43127575,-2.013224829,
KNAR,_F,P2,Knaresborough,54.03121063,-1.487843766,
LACK_6,_F,Q2,Lackenby,54.56767005,-1.133390743,
LAIR_P,_P,T5,Lairg,58.00813043,-4.395002162,
LALE1SG003,_H,A6,Laleham,51.42444134,-0.469384552,
LAND1,_L,F6,Landulph,50.44427951,-4.242062692,
LEGA_1,_D,M4,Legacy,53.02887143,-3.052035712,
LEVE,_N,S5,Leven,56.20782564,-2.99720071,
LINM,_N,S6,Linnmill,55.90309249,-4.256810541,
LISD_1,_D,N1,Lister Drive,53.41942,-2.92383,
LITT_C,_C,A8,Littlebrook (_C),51.46062061,0.244394454,
LITT_J,_J,A8,Littlebrook (_J),51.46062061,0.244394454,
LING,_N,S6,Livingston East,55.90742562,-3.506793016,
LODR_6,_C,A7,Lodge Road,51.52844276,-0.170525491,
LOUD_H,_H,A6,Loudwater,51.66424942,-0.655116208,
LOVE_1,_H,B2,Lovedean,50.91621568,-1.040226301,
LUNA_P,_P,T4,Lunanhead,56.65442701,-2.865000661,
LYND_P,_P,T4,Lyndhurst,56.48108948,-3.017000753,
MACC_3,_G,N6,Macclesfield,53.26858,-2.12055,
MACD_P,_P,T1,Macduff,57.65942981,-2.491000444,
MANN_1,_H,E1,Mannington,50.84717,-1.89484,
MAGA_6,_K,H1,Margam,51.56001526,-3.754063743,
MAYB,_N,S6,Maybole,55.33702251,-4.677001696,
MELK_1,_H,G6,Melksham,51.39181465,-2.150383477,
MILH_1,_A,A6,Mill Hill,51.61803271,-0.209537733,
MILC_P,_P,T4,Milton of Craigie,56.46862645,-2.917000681,
MITY_1,_H,G6,Minety,51.60748404,-2.001233892,
MYBS_P,_P,T5,Mybster,58.44493156,-3.421901332,
NAIR_P,_P,T1,Nairn,57.57402946,-3.844501571,
NECE_1,_E,L3,Nechells,52.50702,-1.85117,
NEEP_3,_M,P3,Neepsend,53.40605,-1.48924,
NEWX_6,_C,A4,New Cross,51.48381,-0.06132,
NEAR,_N,S6,Newarthill,55.82132428,-3.936001294,
NETS,_N,S6,Newton Stewart,54.9484212,-4.491001462,
NINF_1,_J,B1,Ninfield,50.88069469,0.44950181,
NHYD_6,_H,A6,North Hyde,51.49922869,-0.411422633,
NFLE,_J,C2,Northfleet East,51.42795218,0.329731639,
NORT_1,_F,Q4,Norton,54.59215634,-1.362801529,
NORL_3,_M,P3,Norton Lees,53.34987,-1.46993,
NORM_1,_A,J3,Norwich Main,52.57327,1.27176,
NURS_1,_H,B2,Nursling,50.94089316,-1.487938892,
OCKH_1,_E,L2,Ocker Hill,52.54100585,-2.033113046,
OFFE_3,_F,Q4,Offerton,54.88123,-1.45761,
OLDB_1,_E,L2,Oldbury,52.49854855,-2.022349724,
ORMO,_G,R5,Ormonde,54.03269168,-2.888958664,
ORRI_P,_P,T1,Orrin,57.553719,-4.616254,
OSBA_1,_F,P6,Osbaldwick,53.95642347,-1.024339226,
PADIB1,_G,N5,Padiham,53.79452687,-2.327436559,
PAIS,_N,S6,Paisley,55.83912425,-4.410701638,
PART,_N,S5,Partick,55.86952437,-4.316101576,
PELH_1,_A,D5,Pelham,51.9351384,0.116788355,
PEMB_1,_K,H6,Pembroke,51.68216462,-4.987251645,
PENN_1,_E,L1,Penn,52.55648413,-2.208344789,
PENT_1,_D,M6,Pentir,53.18701242,-4.159564119,
PENE_1,_G,R4,Penwortham East,53.74431,-2.75511,
PENW_1,_G,R4,Penwortham West,53.74431,-2.75511,
PERI_H,_H,A7,Perivale,51.53495051,-0.257050264,
PERS_P,_P,T2,Persley,57.17412853,-2.138400147,
PEHG_P,_P,T2,Peterhead Grange,57.50456142,-1.784124868,
PEHS_P,_P,T2,Peterhead Shell,57.50789843,-1.784285868,
PITS_3,_M,P3,Pitsmoor,53.39975,-1.4463,
POPP_3,_F,P2,Poppleton,53.97442,-1.13288,
PORA_P,_P,T3,Port Ann,56.02602463,-5.350002441,
PORD,_N,S5,Port Dundas,55.87312439,-4.253801532,
POOB,_N,S6,Portobello,55.95232481,-3.122500765,
PYLE_1,_K,H1,Pyle,51.5358222,-3.687694046,
QUOI_P,_P,T1,Quoich,57.069517,-5.107652,
RAIN_1,_D,N1,Rainhill,53.42106459,-2.73775936,
RANN_P,_P,T4,Rannoch,56.69022691,-4.398701845,
RASS_1,_K,H6,Rassau,51.80868862,-3.225732325,
RATS_1,_B,L7,Ratcliffe,52.86329933,-1.252704858,
RAVE,_N,S6,Ravenscraig,55.76416809,-3.928794278,
RAYL_1,_A,C5,Rayleigh,51.59364185,0.568515445,
REBR_3,_C,A1,Redbridge,51.58924,0.04405,
REDH,_N,S5,Redhouse,56.14532543,-3.148000806,
REDM_P,_P,T2,Redmoss,57.10842835,-2.09160011,
RICH_J,_J,C7,Richborough,51.30873,1.3459,
RRIG,_G,Q8,Robin Rigg,54.94152557,-2.964416544,
ROCH_1,_G,N4,Rochdale,53.62167163,-2.215461021,
RUGEB1,_E,L5,Rugeley,52.75378418,-1.912625335,
RYEH_1,_A,A9,Rye House,51.75814827,0.003460778,
SALT_1,_M,P8,Saltend North,53.74276734,-0.238077699,
SALH_1,_F,Q2,Saltholme,54.60697,-1.23828,
SEAB1,_L,G7,Seabank,51.53628626,-2.670486215,
SELL_1,_J,C4,Sellindge,51.10617282,0.977553686,
SHEC_3,_M,P3,Sheffield City,53.37526,-1.47706,
SALL1,_A,J3,Sheringham Shoal,52.57327,1.27176,
SHIN_P,_P,T5,Shin,57.93823027,-4.404002154,
SHRW_1,_E,L5,Shrewsbury,52.70966561,-2.692681176,
SHRU,_N,S6,Shrubhill,55.96532485,-3.184900808,
SIGH,_N,S6,Sighthill,55.92572471,-3.30000088,
SKLGB1,_M,P1,Skelton Grange,53.77561,-1.49645,
SLOY_P,_P,T3,Sloy,56.2464255,-4.704001974,
SMAN_1,_G,N2,South Manchester,53.42206813,-2.275115907,
SSHI_3,_F,Q4,South Shields,54.97329472,-1.450100391,
SPAV,_N,S6,Spango Valley,55.93552448,-4.81130197,
SPEN_1,_F,Q7,Spennymoor,54.70483954,-1.554408307,
SANX,_N,S6,St Andrews Cross,56.34068707,-2.795897584,
SFEG_P,_P,T2,St Fergus Gas Terminal,57.57877961,-1.841299912,
SFIL_P,_P,T4,St Fillans,56.43459221,-4.06534752,
SJOW_1,_C,A7,St John's Wood,51.52710047,-0.17175157,
SASA,_D,M6,St. Asaph,53.256682,-3.469149,
STAL_1,_G,N7,Stalybridge,53.4922,-2.04367,
STAH_1,_G,R4,Stanah,53.87966201,-2.989774208,
STAY_1,_B,K5,Staythorpe,53.07748061,-0.868966579,
STEN_1,_F,Q5,Stella North,54.97805729,-1.724488264,
STES_1,_F,Q5,Stella South,54.97435217,-1.732510197,
STIR,_N,S5,Stirling,56.11572524,-3.91460134,
SBAR,_B,L7,Stoke Bardolph,52.95975809,-1.050616546,
STHA,_N,S6,Strathaven,55.75262403,-4.08020138,
STLE,_N,S5,Strathleven,55.94692457,-4.576101791,
STRI_P,_P,T2,Strichen,57.58622963,-2.070000098,
SUND_1,_A,D4,Sundon,51.9332783,-0.501574699,
SWAN_1,_K,H6,Swansea North,51.68271826,-3.960972507,
TARL_P,_P,T2,Tarland,57.15152845,-2.788000647,
TAUN1,_L,E8,Taunton,51.01688662,-3.152813457,
TAYN_P,_P,T3,Taynuilt,56.43007894,-5.21400246,
TELR,_N,S6,Telford Road,55.96152483,-3.241300845,
TEMP_3,_M,P3,Templeborough,53.41208,-1.38499,
THOM_6,_M,P6,Thorpe Marsh,53.57918639,-1.08704167,
THUR_6,_M,P3,Thurcroft,53.40484731,-1.26659031,
THSO_P,_P,T5,Thurso,58.57223181,-3.509401431,
TILBB_1,_A,C1,Tilbury,51.46107879,0.391610897,
TONG,_N,S6,Tongland,54.85452096,-4.026001148,
TOTT_1,_A,A1,Tottenham,51.60378016,-0.048684301,
TRAW_1,_D,M7,Trawsfynydd,52.9289282,-3.950628157,
TUMB_P,_P,T4,Tummel Bridge,56.70642703,-4.01620154,
TYNE_1,_F,Q4,Tynemouth 1,55.02380967,-1.499288562,
TYNE_2,_F,Q4,Tynemouth 2,55.02380967,-1.499288562,
UPPB_1,_K,H2,Upper Boat 132kV,51.57517414,-3.297509703,
UPPB_3,_K,H2,Upper Boat 33kV,51.57575,-3.2996,
USKM_1,_K,H2,Uskmouth,51.54868745,-2.975539939,
WALH_1,_E,G1,Walham,51.87163467,-2.266205911,
WABO,_G,R4,Walney 2,53.87966201,-2.989774208,
WALP_1,_A,J1,Walpole (_A),52.72774811,0.198926176,
WALP_B,_B,J1,Walpole (_B),52.72774811,0.198926176,
WARL_1,_A,C6,Warley,51.55302,0.30064,
WASF_1,_G,N1,Washway Farm,53.5622,-2.81975,
WATFS_1,_A,A6,Watford South,51.64227556,-0.405094634,
WBOL_6,_F,Q4,West Boldon,54.9400602,-1.47196637,
WBUR_1,_B,K6,West Burton,53.3603845,-0.807174595,
WGEO,_N,S5,West George Street,55.86262436,-4.264101537,
WHAM_1,_C,A1,West Ham,51.51958889,0.001843447,
WMEL_1,_M,P3,West Melton,53.50186617,-1.378474312,
WTHU31,_A,A1,West Thurrock,51.4723,0.28938,
WWEY_1,_J,A8,West Weybridge,51.34804709,-0.489078811,
WFIE,_N,S5,Westfield,56.16282547,-3.29590091,
WHGA_1,_G,N4,Whitegate,53.52960176,-2.163542932,
WHHO,_N,S6,Whitehouse,55.93022473,-3.199400813,
WIEN_1,_E,L2,Willenhall,52.57678822,-2.05975753,
WISD_1,_C,A7,Willesden 132kV,51.5346109,-0.257151228,
WISD_6,_C,A7,Willesden 66kV,51.53495051,-0.257050264,
WILL_1,_B,L5,Willington,52.85612011,-1.54878084,
WIOW_P,_P,T2,Willowdale,57.15382848,-2.097100115,
WIMBN1,_C,A4,Wimbledon North,51.43099665,-0.18803002,
WIMBS1,_C,A4,Wimbledon South,51.43099665,-0.18803002,
WIBA_3,_M,P3,Wincobank,53.41332,-1.41769,
WISH,_N,S6,Wishaw,55.76416809,-3.928794278,
WOHI_P,_P,T2,Woodhill,57.15422848,-2.146300153,
WYLF_1,_D,M8,Wylfa,53.413644,-4.482279,
WYMOM_1,_A,D5,Wymondley,51.9285,-0.25037,
G_EXTRA_1,_N,S6,Dumfries 11,55.06192176,-3.583000924,"GSP ""DUMF"" modelled as 3 parts (split busbar)"
G_EXTRA_2,_N,S6,Dumfries 33,55.06192176,-3.583000924,"GSP ""DUMF"" modelled as 3 parts (split busbar)"
G_EXTRA_3,_N,S6,Dumfries ICI,55.06192176,-3.583000924,"GSP ""DUMF"" modelled as 3 parts (split busbar)"
G_EXTRA_4,_N,S6,Grangemouth A,56.0018249,-3.689301158,"GSP ""GRMO"" modelled as 2 parts (split busbar)"
G_EXTRA_5,_N,S6,Grangemouth C,56.0018249,-3.689301158,"GSP ""GRMO"" modelled as 2 parts (split busbar)"
G_EXTRA_6,_N,S5,Kilbowie 11,55.90472447,-4.412101656,"GSP ""KILB"" modelled as 2 parts (split busbar)"
G_EXTRA_7,_N,S5,Kilbowie 33,55.90472447,-4.412101656,"GSP ""KILB"" modelled as 2 parts (split busbar)"
G_EXTRA_8,_N,S6,Saltcoats A,55.64602353,-4.793801871,"GSP ""SACO"" modelled as 2 parts (split busbar)"
G_EXTRA_9,_N,S6,Saltcoats B,55.64602353,-4.793801871,"GSP ""SACO"" modelled as 2 parts (split busbar)"
G_EXTRA_10,_N,S6,Crookston A,55.8211242,-4.3643016,"GSP ""CROO"" modelled as 2 parts (split busbar)"
G_EXTRA_11,_N,S6,Crookston B,55.8211242,-4.3643016,"GSP ""CROO"" modelled as 2 parts (split busbar)"
G_EXTRA_12,_P,#N/A,Shetland,60.275831,-1.275884,Not included in this workbook. Strictly not a GSP.
ROTI3,_P,T2,Rothienorman,57.4106,-2.46586,GSP connected from 2022 (was G_EXTRA_13)
G_EXTRA_14,_P,#N/A,Finstown,59.00525,-3.1152579,Potential new build GSP within forecast.
G_EXTRA_15,_N,S6,Lesmahagow,55.6349608,-3.887186,
G_EXTRA_16,_N,S6,Moffat,55.04156,-3.55834,
DUNB_A,_N,S6,Dunbar A,55.97660493,-2.572700408,"GSP ""DUNB"" modelled as 2 parts (split busbar) from 2020"
DUNB_B,_N,S6,Dunbar B ,55.97660493,-2.572700408,"GSP ""DUNB"" modelled as 2 parts (split busbar) from 2020"
T_ELSTR-1,A,A6,Elstree NR,51.66424942,-0.655116208,
T_BUSH_RTK,A,A6,Bushey NR,51.66424942,-0.655116208,
T_CORM_RTK,D,D5,Correy's Mill NR,51.9351384,0.116788355,
T_LBUZ_RTK,D,D4,LEIGHTON BUZZARD NR,51.92717248,-0.908263578,
T_LONGB-RTK,L,L3,Long Buckby Wharf NR,52.38663495,-1.613945012,
T_PATB_RTK,L,L3,Patford Bridge NR,52.38663495,-1.613945012,
M_ACTLLU_C,A,A7,LU Acton Lane Supply,51.53495051,-0.257050264,
T_BARK-CTRL,A,A1,Barking Chnl Tunnel RLink,51.51815491,0.113163452,
T_BARK_NR,A,A1,Barking NR,51.51815491,0.113163452,
T_ANGLD-1,M,M8,Anglesey Aluminium Demand,53.413644,-4.482279,
T_FROD_NR,N,N3,Frodsham NR,53.36590537,-3.061295921,
T_CASKD-1,N,N3,Castner Kellner,53.36590537,-3.061295921,
T_BRER_RTK,L,L5,Brereton NR,53.04114256,-2.085759001,
T_POPP_3RTK,P,P2,Poppleton NR,54.03121063,-1.487843766,
T_WILCT-1,Q,Q2,ETOL - Wilton Site,54.56767005,-1.133390743,
M_GRTO,Q,Q2,BS Grangetown Supply,54.56767005,-1.133390743,
T_TODSD-1,Q,Q2,BS Tod Point Supply,54.56767005,-1.133390743,
T_HARK_NR,Q,Q8,Harker NR,55.01232,-2.16339,
T_OXEN_NR,R,R6,Oxenholme NR,54.29781087,-2.672149574,
T_FOXJD-1,D,D6,Didcot - Foxhall 1,51.71035,-1.19091,
T_FOXJD-2,D,D6,Didcot - Foxhall 2,51.71035,-1.19091,
T_GLNG,C,C3,Grain LNG Terminal,51.36728936,0.74063934,
T_SELL-1,C,C4,Sellindge NR,51.10617282,0.977553686,
T_SINGL1,C,C2,Singlewell NR,51.42001977,0.596217441,
T_BAGED-1,H,H1,Baglan Energy Park,51.56001526,-3.754063743,
T_LLWSD-1,H,H2,Llanwern Steelworks,51.38520959,-3.403318398,
T__KYELT003,H,H2,ASW Tremorfa,51.38520959,-3.403318398,
T__MYELT001,P,P3,Corus Aldwarke,53.22428249,-1.387485963,
M_TEMP,P,P3,BOC Brinsworth Supply,53.22428249,-1.387485963,
T_TINSD-1,P,P3,Tinsley Park Steelworks,53.22428249,-1.387485963,
T_KSGND-1,A,A7,Kensal Green Crossrail,51.53495051,-0.257050264,
T_KSGND-2,A,A7,Kensal Green Crossrail,51.53495051,-0.257050264,
T__HYELT002,D,D6,UKAEA Culham Jet,51.71035,-1.19091,
T_THNJD-1,G,G6,Thingley Junction 1,51.39181465,-2.150383477,
T_THNJD-2,G,G6,Thingley Junction 2,51.39181465,-2.150383477,
T_SGGLD-1,P,P6,Saint Gobain,53.72214524,-1.278177395,
T_RYHAD-1,J,J7,Essendine 1,52.28005309,0.312061036,
T_RYHAD-2,J,J7,Essendine 2,52.28005309,0.312061036,
T_PUDMD-1,A,A1,Pudding Mill Lane 1,51.51815491,0.113163452,
