Site Name,Installed Capacity (MWelec),Turbine Capacity (MW),No. of Turbines,x,y
Wiggin Hill Solar Farm - Phase 2,4.1,,,-0.0784444865966358,52.3559840386946
Grain Harvesters Ltd,1.0,,,1.2312586946095911,51.26672151345724
Hyde Farm,10.8,,,0.39069745804736855,51.958133945834014
St Francis Farm,4.0,,,0.4534545733700238,50.87492997770149
Bishops Waltham Solar Farm,12.0,,,-1.2080511801304976,50.94425596828
Nova Scotia Farm solar park,13.9,,,1.7012192580838978,52.661779171172086
"Hall Farm, East Beckham",10.2,,,1.1868379713951596,52.91338985113839
Cefn Betingau Farm,9.0,,,-3.9437429965278032,51.794170950562524
Hill Farm Solar Park (VoWH),14.8,,,-1.3480163246953714,51.61655774720071
Wix Lodge,18.7,,,1.1240833337699698,51.912836525909384
Saxley Farm,5.0,,,-1.5362495350664616,51.16101673560286
Snarlton Farm (Melksham solar farm),49.6,,,-2.089663275890323,51.373426294796026
Lackford Estate Solar Park,20.9,,,0.6110614269747439,52.288773832399876
Colpmans Farm,5.0,,,-0.5610876126796405,52.40562485532941
Porvair International Ltd,1.8,,,0.3876542915158055,52.770017041221344
Willsland Solar farm,3.2,,,-4.130025741987355,50.81655982553232
Frying Down Copse Solar Farm,5.0,,,-1.0694330999866926,51.2142252601985
Wilmingham Lane Solar Farm,7.0,,,-1.4854589581745405,50.68717761318126
Chilton Cantelo Solar Farm,5.0,,,-2.6027332626064132,50.99449111351068
Beaford Brook Solar Park,5.2,,,-4.038694685509488,50.92170048826097
Hayford Farm,8.9,,,-2.9445335907343977,52.689495026589015
Halse Farm,8.2,,,-3.2126279268555487,51.05168501285785
STRETE FARM SOLAR FARM,4.8,,,-3.3587280985296024,50.745886481865796
Tregassow Farm - Solar Modules,6.0,,,-5.015262547196246,50.30687541797729
Higher Hatherleigh Solar Farm extension,1.5,,,-2.4106873753334757,51.04381089956613
Pont Andrew Solar Farm,1.5,,,-4.137655844655777,51.77529219658087
Cairnhill Farm solar park,2.4,,,-2.3722894437100837,57.560334348376706
Manston Solar Farm extension (Westwood),9.2,,,1.3744946021237807,51.35192872921758
Newlands Farm Solar - resubmission,20.5,,,-1.1961060032819253,50.83131517431967
Fen Road,1.4,,,-0.07168589226228633,52.96581408455561
Long Meadow Farm,4.1,,,-0.6478130526976202,51.84517297099571
Liverton Farm,4.8,,,-3.371107740187188,50.63390926692978
Home Farm (Knowlton - solar),11.5,,,1.2649030617524564,51.23487194348182
Lake Farm,5.0,,,-2.0907016120171202,51.49820380838654
Parkhouse Corner (Orta Solar),6.6,,,-1.6751927443160362,51.195528951571134
Sandhill Solar Park,2.0,,,-3.197347192884682,51.0605295090275
Mingay Farm,5.0,,,0.16618742850856347,52.34495404363305
Jordanston Solar Farm,5.0,,,-4.7959095304864165,51.67538596964935
Aldi Distribution Centre - Neston,1.2,,,-3.0322014721187096,53.28941286176796
Rodbourne Rail Farm - Solar Park,7.6,,,-2.099424920169804,51.56116470961568
Barnby Moor,4.0,,,-0.9953988080864946,53.356464466430744
Knockworthy Farm,3.5,,,-4.1224685812657205,50.985285425256365
"Raglington Farm, Botley Road, Shedfield, Southampton, Hampshire",5.8,,,-1.232284368614037,50.91793375764269
Stables Farm,1.5,,,-1.4219743043410873,50.697131659096094
Luson Farm,1.9,,,-3.9413302784879396,50.36167928216457
Kellygreen Farm,4.0,,,-4.747910012995827,50.56291510213149
Grove Farm (solar),3.5,,,-3.2622586560149536,51.0766446799075
Marston Solar Farm,4.9,,,-0.690678712048592,52.969190273732664
Tredown Solar Farm,1.2,,,-4.270777508540067,50.61021295027377
Slaughtergate Farm,1.8,,,-2.311874879227173,51.045896749368055
Kia Ora Farm,1.8,,,-3.408199242065782,50.85452256761537
Ellicombe Farm,1.4,,,-3.7844568639767218,50.83090188966239
Southcombe Farm,1.2,,,-4.2151635660780435,50.88604404359562
West Bradley Farm,1.5,,,-3.570695126291188,50.91632697573126
Whiddon Farm,1.0,,,-4.2773673443240385,50.75237331371563
Lovedean Farm,4.5,,,-1.0340494141504326,50.91206503213143
Higher Knapp Farm,1.5,,,-2.996195814003999,51.01933298644047
Park Farm,4.0,,,-2.2044451527855875,50.92272374845055
Dunkeswell Airfield,2.0,,,-3.227018515051399,50.86448221977892
Langenhoe Solar Farm,21.3,,,0.9368623977156177,51.81414051672495
Kentishes Solar Farm ,5.0,,,0.6024418858487594,51.90586354593577
Marley Thatch Solar Farm,6.3,,,-3.809354652598599,50.42477115911596
Newlands Farm (East Devon),5.0,,,-2.950978358454107,50.77259651868376
Goldthorpe,1.5,,,-1.3164912552438428,53.52950002795861
Barley Wood Farm Lane (Gaston Lane - resubmission),5.4,,,-0.9781445612737442,51.1146720736556
Battens Farm Solar Park,11.0,,,-2.1649477141952667,51.48200039280842
Combermere Abbey,14.0,,,-2.5962371002115994,52.99937212514059
Foxburrow Farm,8.0,,,1.2846559174567103,52.04674997804295
Great Houndbeare Farm,10.0,,,-3.35124490177033,50.732627513456904
Condover (Green Farm),10.2,,,-2.7298048778490207,52.6568772151932
Hurst Farm,5.0,,,-2.5074339971870963,51.72863701432355
Ikea Distribution Centre - resubmission,1.7,,,-1.0313857684378844,53.54061098970734
Jaguar Land Rover ,5.8,,,-2.140585913496272,52.63346758900278
Leverton Ings,12.0,,,0.06325863842582544,53.01991374087525
Little Morton Solar Farm,14.3,,,-0.9932394040324839,53.30392277781852
Lodge Farm - Orston,12.4,,,-0.8323748527020975,52.966026945137756
Lowther Farms,1.8,,,-1.0242564680192763,52.359908696158946
Mackies Dairy PV,1.8,,,-2.38913086602178,57.37792708235333
Mingay Farm - extension,19.3,,,0.15716270721839606,52.33509327593508
Redcourt Farm,3.3,,,-4.354796901679987,51.84928988626791
Sowerby Lodge Farm,5.0,,,-3.239946682312096,54.138908430330844
Stone Hill,2.6,,,0.22684243949859484,50.920045406353076
Taunton Racecourse,1.5,,,-3.0873826788870518,50.99416852097335
The Stables,1.8,,,-1.4068244640794758,52.57659319245967
Vantage Point,1.4,,,-2.4853378617669297,51.86756499561707
Wilsom Farm,11.0,,,-0.9500862700319364,51.14238132705823
Woodlands Farm Solar Park,10.0,,,1.1240522306474512,51.32518419513862
Bowerhouse Farm,8.3,,,-2.861097701007787,51.34500054234007
Brickyard Barn (resubmission),4.1,,,-1.555814512197325,52.250586083615474
Bronwylfa Reservoir,3.0,,,-3.0594408602769985,53.031781605091574
Land At Court Farm,2.2,,,-3.5173793042600177,51.49790763955891
Crapnell Farm Solar Farm,5.4,,,-2.5784164579706843,51.20905139216047
Danes Farm - extension,10.5,,,-0.6974634330199628,53.322437832471486
Ellough Airfield (Resubmission),13.2,,,1.6055667295857532,52.434064064445614
Ermine Street Farm solar park,32.5,,,-0.5214058756210826,53.015194372800465
Eynsham Solar Farm,13.2,,,-1.4263568761005385,51.794043356149075
Ford Farm (Ashurst),10.0,,,-0.3222532757130269,50.94283371050238
Priors Byne Farm,7.6,,,-0.3421569557684857,50.94633747252679
Scottow Moor - RAF Coltishall Solar Farm (Phase 1),32.0,,,1.3569379787767308,52.75509817977406
Owls Lodge Farm Extension,5.0,,,-1.367352415546112,51.18757144138533
Hawksland Solar,3.1,,,-4.891868091036567,50.50267611182613
Middle Treworder Farm,5.0,,,-4.843728798137552,50.50358390150742
Black Bush Farm,2.7,,,-0.14785798822288804,52.5497676937905
Goonhilly Downs - PV,4.5,,,-5.218015511835072,50.04649387888727
Higher Tregarne Solar Farm,5.0,,,-5.135155505982045,50.121658816602846
Causilgey Solar Farm,5.0,,,-5.1209468393829845,50.2862817693055
Ninnis Farm Solar,5.0,,,-4.8354356966536525,50.319722912500175
Trelow Farm,1.6,,,-4.929806363733364,50.48987994719993
Hewas Solar Farm,5.0,,,-4.930369072898448,50.34139528093098
Great Knowle Farm Solar,3.0,,,-4.376959190728574,50.80422467151723
Airfield Farm PV,5.0,,,0.9501455568827998,52.47458243473581
Lower Bodiniel Farm,5.0,,,-4.738347500490204,50.480026117704966
Shelswell Park Solar Farm,5.0,,,-1.1159563177225766,51.973996616771316
Chittering Solar Farm,5.0,,,0.22112037340757149,52.31814454048901
Kernow Solar Farm,5.0,,,-5.0054759957379495,50.4297573848834
Limes Farm Solar Farm,4.6,,,-0.3185919487912002,52.77392080723081
Bratton Fleming Solar Farm,5.0,,,-3.9248825903241857,51.125229951674484
Lee Farm,5.0,,,-1.4491147019509043,50.692506177935876
Woodlands Barton Solar Farm,4.9,,,-4.80518546560608,50.42387762974908
Winsdon Farm,5.0,,,-4.4494722232053885,50.697975442627154
The Manor of Cadland Estate,5.0,,,-1.3603152883843945,50.80513651099453
Trenouth Farm,3.6,,,-4.961996395659879,50.494363031878926
Callington Solar Farm,6.4,,,-4.326068928519293,50.507141674191324
St Columb Major Solar Farm,7.0,,,-4.927837804726436,50.42289580097669
Crossways Pit Solar Farm,5.0,,,-2.324286099033845,50.700036565765515
Ayshford Court Farm,5.0,,,-3.345870449098365,50.931924227248096
Andover Solar Farm,5.0,,,-1.536405179846224,51.211184705740976
Oving Solar Farm,5.0,,,-0.7054268663068595,50.83731834408651
Grange Farm (Cornwall),5.0,,,-4.423321966276677,50.71101548615277
Shipton Bellinger - Park House Corner Solar Farm,5.4,,,-1.665967971640557,51.194720684925926
Wyld Meadow Solar Farm,4.8,,,-2.9354528702748044,50.77920615477172
Shooters Bottom Solar Park,7.0,,,-2.5864220293869966,51.258791773419524
Goldenhaye Field Solar Farm,2.0,,,-2.905822325599165,50.873883512248675
Clearwell Farm - solar,2.0,,,-3.089399512219381,51.56170604121569
Danes Farm,3.3,,,-0.6974634330199628,53.322437832471486
Langstone Court Road Solar Farm,2.5,,,-2.9120754911873235,51.60085737410333
Five Oaks Solar Farm,5.0,,,-0.44594394957020295,51.05952049685245
Culworth House Solar Farm,3.0,,,-1.2046624618238595,52.10952091107363
Warleigh Barton Solar Farm,5.0,,,-4.161829110722338,50.43434183400052
Trenoweth Solar Farm,2.5,,,-4.748972441211324,50.39731630009378
Wymeswold Airfield,34.0,,,-1.1115449478286001,52.803327471432674
Higher Hatherleigh Solar Farm,3.5,,,-2.42717652702831,51.04369787332237
Barton Solar Farm,1.2,,,-3.3141220689785964,50.94609010808833
Clann Solar Farm,1.4,,,-4.77763222522278,50.44075743298425
Dolmans Hill (Redbridge Farm) Solar Arrays,5.0,,,-2.103092887160624,50.75043247425047
North Norfolk Business Centre Solar Park,11.0,,,1.3070518796213757,52.9011624953629
Horsacott Farm Solar Park,6.4,,,-4.10881890316843,51.06415530088632
Broxted Solar Farm (Stradishall Airfield),31.6,,,0.5172004816021547,52.13141710159442
Pentylands Farm,19.0,,,-1.7304622727237637,51.65296221860593
Trefinnick Farm,5.0,,,-4.349224871678764,50.5423040232524
Four Burrows Solar farm,7.2,,,-5.141411685180152,50.30387492605806
Rudbaxton Solar Park,10.8,,,-4.952417251111663,51.85013890908996
Hope Solar Farm,7.3,,,-5.366161023416828,50.210953761751554
Culmhead Solar Farm (Resubmission),7.5,,,-3.127997717279276,50.926103047673024
Wheal Alfred Road Solar Farm,3.5,,,-5.387240777952778,50.176847000588474
Blatchworthy Farm,1.5,,,-4.137689875824441,51.146119693422726
Parsonage Barn (extension),7.6,,,-2.902209326798102,50.93544845153931
BIOSSENCE SOLAR PARK,4.5,,,0.48161051409225697,51.32023587162747
HENDRA HOLIDAY PARK SOLAR FARM,1.2,,,-5.055682324911575,50.3995997297482
EASTACOMBE SOLAR FARM,3.6,,,-4.335333181181558,50.77300158159811
Wrexham Social Housing PV,5.4,,,-2.9899067983868663,53.04091251371358
Creathorne Farm  - Solar Farm,1.8,,,-4.5450877800729925,50.79561224499094
Higher Pirzwell Solar Farm,1.2,,,-3.315404008941168,50.874473085822416
Broadgate Solar Farm,1.1,,,-3.739639691066533,50.85229983577373
CRAYSMARSH SOLAR FARM,1.8,,,-2.0946549301281294,51.36264118168757
SOLAR PARK - WHITCHURCH FARM,6.5,,,-2.525570768880219,51.27993293056604
THE HOLLIES SOLAR PARK - SKEGNESS,8.6,,,0.23483192103766992,53.14802759141128
AMBLESTON SOLAR PANELS,6.0,,,-4.866485205144326,51.89919407571067
Ford Farm Solar Farm,5.0,,,-4.378338206464675,50.479604796405525
Canworthy Water,41.0,,,-4.49064716590053,50.70344371708349
Foxcombe Farm Solar Park,5.0,,,-4.293692107801053,50.802357477820884
Liddeston Ridge Solar Park (Milford Haven),5.0,,,-5.043970407673431,51.71838863007622
Bodwen Solar Park,5.5,,,-4.778690916942207,50.41146150640078
Treswarrow Solar Park,6.5,,,-4.849848442860344,50.56792979522695
Carnemough Farm Solar Park,7.0,,,-4.929216025588182,50.331565178788736
Aller Court Farm Solar Park,5.0,,,-2.865185448056314,51.05756863370391
Derriton Fields Solar Farm,11.8,,,-4.36783476002799,50.802584476974936
Cleave Farm Solar Park,4.7,,,-4.1408496893190545,51.00386351400319
Four Burrows Farm  (Extension 2),6.3,,,-5.139230202950049,50.29165445322939
Chelworth Industrial Estate Solar Park,1.0,,,-1.8876058960719444,51.627583336577025
Drapers Farm Solar Park,6.0,,,0.4983076723303333,51.8562577759338
Week Farm Solar Park,3.3,,,-4.119556304599602,50.95170190549148
Langton Farm Solar park,4.4,,,-4.993140565575173,51.96471650088961
Says Court Farm solar park,19.8,,,-2.449437317079893,51.533612488996475
Ketton solar farm,9.0,,,-0.5587910161952218,52.644120757258825
The Manor of Cadland Estate - extension,3.0,,,-1.3598440370814007,50.80948660407445
Rowles Farm solar park,13.0,,,-1.2257619530148218,51.844091314440135
Ryston Estate Solar Park,4.8,,,0.39535970102181434,52.59443934751576
Reaches Farm Solar Park,6.1,,,0.5641448842740983,52.559413922665854
Watchfield Lawn,10.2,,,-2.944603242091646,51.225318131631795
Witches Solar Farm,5.0,,,-2.6747257493275463,51.97330026135715
Burntstalk Solar Park,11.5,,,0.6271371761294381,52.67325205562688
Claypit Moor Solar Farm (Lexham),7.9,,,0.7758048286529446,52.744995571580375
Holton Airfield,11.0,,,1.525799817106747,52.360620214705264
Goose Willow Farm,11.5,,,-1.3568850161836201,51.63592942590241
Chediston Hall Solar Park,12.3,,,1.4737394673981294,52.35226926614004
Burthy Farm,10.0,,,-4.946126536638402,50.36093135496938
Caeremlyn Solar Farm,18.0,,,-4.633465906859986,51.827902008828765
Hazard Farm,6.4,,,-3.7610639912400963,50.420223589158226
Home Farm (Merton - solar),18.3,,,-1.1438027230454932,51.86476981544627
Rudge Hill Farm,1.5,,,-2.312621919506838,50.91294243098495
Sevor Farm,9.3,,,-1.7160826811690633,51.5922535755358
Marsh Farm,14.0,,,-2.1108066675120045,51.626414978709725
Four Burrows Solar farm (Extension 1),1.5,,,-5.138353991997364,50.30393957563573
Old Rides solar Farm,8.0,,,0.8695522263765525,51.39288712458155
Parabel North Beer Solar Farm,6.8,,,-4.402483272506359,50.70130130541639
Crockers Hele,1.3,,,-4.095148042457275,50.842329075840944
Bentley Motors Ltd 1,5.1,,,-2.472766676369136,53.1050661378892
Northwick Estate (Extension),2.2,,,-1.803215530654547,52.01956813450015
North Of Field Barn,1.0,,,-1.4748289968179955,52.02999926723332
Wroughton Airfield Solar Park,50.0,,,-1.8124180405914267,51.510417879095655
Forest Heath Solar Farm,5.0,,,0.39142953584403783,52.27939858038467
Abbey Farm,9.0,,,-0.23656071184890531,52.419357063893635
Land at Soho Farm,1.5,,,-2.4367437881690486,51.23113035291102
Land South West Of Apollo Business Park,1.7,,,-1.41687348632102,52.0794377347242
Manor Farm (Monmouthshire),10.5,,,-2.9253253935459695,51.83464076725836
Land at Mill Farm,1.0,,,-2.8217832350945016,51.22911344222679
Land at East Farm,6.8,,,-2.019584130100829,51.17826203586611
New Rendy Farm,4.8,,,-3.2012395098564905,51.00743240583081
Reydon Farm (resubmission),3.9,,,1.646760950575876,52.340369161456415
Copley Farm,30.0,,,-0.7352774306790797,53.0222088818399
Ellough Airfield (Ellough 2 extension),10.0,,,1.6059595461057368,52.438873254601056
Nanteague Farm,7.7,,,-5.095098564686301,50.306179516530605
Grange Farm (Burton Pedwardine),15.0,,,-0.355464575040894,52.972272551352546
Wheat Leasows Solar Park,4.0,,,-2.486301989126426,52.72075026235589
Honington Solar Farm,13.6,,,0.7886372071584689,52.33963361872461
Hill Farm Solar Park,10.2,,,-1.1321737969140364,50.69751001142541
Homeland Solar Farm,13.2,,,-1.8647462179031218,50.84703522913653
East Fairlee,7.3,,,-1.1375125506141384,50.710580590578765
Fairwind Farm,10.0,,,0.38960737796504435,51.5641084774479
Redlands Farm,6.2,,,-2.819217916067804,51.1128525739294
Fenton Home Farm,31.3,,,-4.918935102870151,51.819496477745794
Abbots Ripton Solar Farm,24.7,,,-0.1981426158913638,52.37872957825564
South Lees Farm,11.0,,,0.8063882954571195,51.40166612670532
Southwick Estate,48.0,,,-1.0812645745330234,50.8843979880905
Waterloo solar park,14.6,,,-0.25630929220382176,52.14932125541065
Ketton solar farm - phase 2,3.0,,,-0.5587910161952218,52.644120757258825
Oak Cottage,4.9,,,-4.861286078453026,51.82329718264679
Sycamore Farm,20.0,,,0.8762860213159932,50.9924231828146
North Wayton Farm,5.0,,,-4.217079812856289,50.44198153678786
South Creake Solar Farm,26.0,,,0.7712716148601791,52.861903200668316
Pen Y Cae solar farm,6.9,,,-4.029100859593919,51.78738717170809
Rose And Crown Farm,30.0,,,0.19652125397891565,52.71209135140754
Wickfield Farm,5.0,,,-1.8708187035416848,51.54153564794152
Rookery Farm,3.8,,,-0.623502993831366,50.80613634605129
Seaview Farm,1.7,,,-3.6958639115077174,51.49545363454303
Chelveston Airfield - extension,3.5,,,-0.5195382663250473,52.302065925948206
Huddlesford Farm,1.0,,,-1.7755169437421108,52.68395233748684
Park Lane,1.0,,,-1.7648955088387595,52.68401269428219
Gypsom Solar Farm,5.0,,,-1.1161405007366465,52.73975788593159
Polmaugan Farm,5.0,,,-4.663388034483498,50.42950508941985
Land at Gilley's Mill Dam,5.0,,,-4.845564321945132,50.39422784602715
East Lenham Solar Farm,6.6,,,0.7119565764463919,51.22738996814627
Steventon Solar Park,10.0,,,-1.3613272423189546,51.63342700382413
Westwood Farm Solar Park,5.1,,,-0.9265714834199694,53.2227898780811
Meadow Farm solar park,6.0,,,0.544001265728104,52.54328461517641
Sutton Mawr Farm,7.5,,,-3.326981907866002,51.418567814916905
Carloggas Farm Solar Park,8.3,,,-4.875951158574391,50.35130016133064
Lincoln Farm,11.4,,,0.20231845101570572,53.14271740675682
Llwyn Du Solar Farm,8.0,,,-4.5236020535620725,52.10840059122308
West Hill Farm (solar),7.3,,,-4.137689875824441,51.146119693422726
Elms Farm,29.0,,,-1.400264779734718,51.60509274099289
Rock Farm / Goldborough Farm (Rookwood),5.0,,,-1.8806951613079728,51.51963291514097
Great Wilbraham Solar Farm,38.1,,,0.2699616868948306,52.18454555065049
Somerton Door Farm,8.7,,,-2.7572577255375594,51.06730140205298
Barugh Farm,5.0,,,-1.4955284541457015,54.17510875821979
Lains Farm,5.0,,,-1.6116108507310964,51.19871639986288
Great Seabrook Farm,5.0,,,-0.6484180004508538,51.85017934736485
Cotgrave solar farm,4.9,,,-1.0499948640844925,52.91801866783544
Parkview solar park,6.5,,,-3.7497606244488115,50.504660412792454
Overton,4.0,,,-1.273910153200303,51.24972379603808
Lower Basset Down Farm,10.5,,,-1.7913584597548804,51.52446311423309
Morfa Farm,2.0,,,-3.4977350653855646,51.42162641442474
Barton Close Farm,5.5,,,-4.173999064008025,51.15385914024891
Wiggin Hill Solar Farm - Phase 1,6.8,,,-0.07738490642004327,52.35569705908677
Wilton Farm (pv),9.5,,,-4.37873476721452,50.4015672324506
Canada Farm,8.3,,,-2.2282014483289694,50.837745728674356
Hoback Farm,13.1,,,-0.029105223098490264,52.11911799550046
The Rainbows Solar Farm,4.0,,,-1.860956090491951,52.07016923279962
Salcey Solar Farm,5.0,,,-0.7565036960480559,52.1466364960126
Hillsmoor Solar Farm,1.2,,,-4.086770890384924,50.81122584524237
Desford Solar Farm,5.0,,,-1.2585432661742886,52.63999188047628
Iwood Lane Solar Farm,8.0,,,-2.791307257026774,51.35934026859642
Playters Solar Farm,8.6,,,1.5873906692963384,52.439294526829315
Bypass Nurseries Solar Farm,3.3,,,-1.9200428027679926,52.10245543813787
Warrington Home Solar Scheme,5.3,,,-2.6028781075874585,53.38733227873459
Babergh Home Solar Scheme,2.8,,,0.9444739332318222,52.048579888662225
Mid Suffolk Home Solar Scheme,4.8,,,1.0391632986803425,52.15409984817938
Garn Solar Farm,7.4,,,-3.3886069718043763,51.45367001329334
