Site Name,Installed Capacity (MWelec),Turbine Capacity (MW),No. of Turbines,x,y
Slaughtergate Farm,1.8,,,-2.311874879227173,51.045896749368055
Kia Ora Farm,1.8,,,-3.408199242065782,50.85452256761537
Ellicombe Farm,1.4,,,-3.7844568639767218,50.83090188966239
Southcombe Farm,1.2,,,-4.2151635660780435,50.88604404359562
West Bradley Farm,1.5,,,-3.570695126291188,50.91632697573126
Whiddon Farm,1.0,,,-4.2773673443240385,50.75237331371563
Lovedean Farm,4.5,,,-1.0340494141504326,50.91206503213143
Higher Knapp Farm,1.5,,,-2.996195814003999,51.01933298644047
Park Farm,4.0,,,-2.2044451527855875,50.92272374845055
Marley Thatch Solar Farm,6.3,,,-3.809354652598599,50.42477115911596
Newlands Farm (East Devon),5.0,,,-2.950978358454107,50.77259651868376
Vantage Point,1.4,,,-2.4853378617669297,51.86756499561707
Owls Lodge Farm Extension,5.0,,,-1.367352415546112,51.18757144138533
Hawksland Solar,3.1,,,-4.891868091036567,50.50267611182613
Middle Treworder Farm,5.0,,,-4.843728798137552,50.50358390150742
Higher Tregarne Solar Farm,5.0,,,-5.135155505982045,50.121658816602846
Causilgey Solar Farm,5.0,,,-5.1209468393829845,50.2862817693055
Ninnis Farm Solar,5.0,,,-4.8354356966536525,50.319722912500175
Trelow Farm,1.6,,,-4.929806363733364,50.48987994719993
Hewas Solar Farm,5.0,,,-4.930369072898448,50.34139528093098
Great Knowle Farm Solar,3.0,,,-4.376959190728574,50.80422467151723
Airfield Farm PV,5.0,,,0.9501455568827998,52.47458243473581
Lower Bodiniel Farm,5.0,,,-4.738347500490204,50.480026117704966
Shelswell Park Solar Farm,5.0,,,-1.1159563177225766,51.973996616771316
Chittering Solar Farm,5.0,,,0.22112037340757149,52.31814454048901
Kernow Solar Farm,5.0,,,-5.0054759957379495,50.4297573848834
Limes Farm Solar Farm,4.6,,,-0.3185919487912002,52.77392080723081
Bratton Fleming Solar Farm,5.0,,,-3.9248825903241857,51.125229951674484
Lee Farm,5.0,,,-1.4491147019509043,50.692506177935876
Woodlands Barton Solar Farm,4.9,,,-4.80518546560608,50.42387762974908
The Manor of Cadland Estate,5.0,,,-1.3603152883843945,50.80513651099453
Trenouth Farm,3.6,,,-4.961996395659879,50.494363031878926
Crossways Pit Solar Farm,5.0,,,-2.324286099033845,50.700036565765515
Ayshford Court Farm,5.0,,,-3.345870449098365,50.931924227248096
Andover Solar Farm,5.0,,,-1.536405179846224,51.211184705740976
Oving Solar Farm,5.0,,,-0.7054268663068595,50.83731834408651
Grange Farm (Cornwall),5.0,,,-4.423321966276677,50.71101548615277
Shipton Bellinger - Park House Corner Solar Farm,5.4,,,-1.665967971640557,51.194720684925926
Wyld Meadow Solar Farm,4.8,,,-2.9354528702748044,50.77920615477172
Goldenhaye Field Solar Farm,2.0,,,-2.905822325599165,50.873883512248675
Danes Farm,3.3,,,-0.6974634330199628,53.322437832471486
Langstone Court Road Solar Farm,2.5,,,-2.9120754911873235,51.60085737410333
Five Oaks Solar Farm,5.0,,,-0.44594394957020295,51.05952049685245
Warleigh Barton Solar Farm,5.0,,,-4.161829110722338,50.43434183400052
Trenoweth Solar Farm,2.5,,,-4.748972441211324,50.39731630009378
Wymeswold Airfield,34.0,,,-1.1115449478286001,52.803327471432674
Higher Hatherleigh Solar Farm,3.5,,,-2.42717652702831,51.04369787332237
Barton Solar Farm,1.2,,,-3.3141220689785964,50.94609010808833
Horsacott Farm Solar Park,6.4,,,-4.10881890316843,51.06415530088632
Trefinnick Farm,5.0,,,-4.349224871678764,50.5423040232524
Wheal Alfred Road Solar Farm,3.5,,,-5.387240777952778,50.176847000588474
Blatchworthy Farm,1.5,,,-4.137689875824441,51.146119693422726
Parsonage Barn (extension),7.6,,,-2.902209326798102,50.93544845153931
BIOSSENCE SOLAR PARK,4.5,,,0.48161051409225697,51.32023587162747
HENDRA HOLIDAY PARK SOLAR FARM,1.2,,,-5.055682324911575,50.3995997297482
EASTACOMBE SOLAR FARM,3.6,,,-4.335333181181558,50.77300158159811
Wrexham Social Housing PV,5.4,,,-2.9899067983868663,53.04091251371358
Higher Pirzwell Solar Farm,1.2,,,-3.315404008941168,50.874473085822416
Broadgate Solar Farm,1.1,,,-3.739639691066533,50.85229983577373
CRAYSMARSH SOLAR FARM,1.8,,,-2.0946549301281294,51.36264118168757
THE HOLLIES SOLAR PARK - SKEGNESS,8.6,,,0.23483192103766992,53.14802759141128
AMBLESTON SOLAR PANELS,6.0,,,-4.866485205144326,51.89919407571067
Ford Farm Solar Farm,5.0,,,-4.378338206464675,50.479604796405525
Foxcombe Farm Solar Park,5.0,,,-4.293692107801053,50.802357477820884
Cleave Farm Solar Park,4.7,,,-4.1408496893190545,51.00386351400319
Witches Solar Farm,5.0,,,-2.6747257493275463,51.97330026135715
Burntstalk Solar Park,11.5,,,0.6271371761294381,52.67325205562688
Claypit Moor Solar Farm (Lexham),7.9,,,0.7758048286529446,52.744995571580375
Holton Airfield,11.0,,,1.525799817106747,52.360620214705264
Goose Willow Farm,11.5,,,-1.3568850161836201,51.63592942590241
Chediston Hall Solar Park,12.3,,,1.4737394673981294,52.35226926614004
Home Farm (Merton - solar),18.3,,,-1.1438027230454932,51.86476981544627
Rudge Hill Farm,1.5,,,-2.312621919506838,50.91294243098495
Sevor Farm,9.3,,,-1.7160826811690633,51.5922535755358
Parabel North Beer Solar Farm,6.8,,,-4.402483272506359,50.70130130541639
Crockers Hele,1.3,,,-4.095148042457275,50.842329075840944
Bentley Motors Ltd 1,5.1,,,-2.472766676369136,53.1050661378892
Northwick Estate (Extension),2.2,,,-1.803215530654547,52.01956813450015
Land at Mill Farm,1.0,,,-2.8217832350945016,51.22911344222679
Land at East Farm,6.8,,,-2.019584130100829,51.17826203586611
New Rendy Farm,4.8,,,-3.2012395098564905,51.00743240583081
Grange Farm Solar Farm,4.9,,,-3.221939126774573,51.00592273002017
Parham Airfield (Great Glenham),17.5,,,1.4101370428852356,52.19649577481092
Winnards Perch Solar Farm,3.8,,,-4.919892896601923,50.46242347253691
Crossness Sewage Works PV,1.5,,,0.13771487321847253,51.507986522979806
Higher Hill Farm,5.0,,,-2.6891583190117156,51.0763197676651
Manor Farm (Keinton Mandeville),1.0,,,-2.640932218729708,51.06960753138726
Walton WTW PV,1.8,,,-0.39767801816180237,51.40411808889305
