Site Name,Installed Capacity (MWelec),Turbine Capacity (MW),No. of Turbines,x,y
Frying Down Copse Solar Farm,5.0,,,-1.0694330999866926,51.2142252601985
Wilmingham Lane Solar Farm,7.0,,,-1.4854589581745405,50.68717761318126
Chilton Cantelo Solar Farm,5.0,,,-2.6027332626064132,50.99449111351068
Beaford Brook Solar Park,5.2,,,-4.038694685509488,50.92170048826097
Hayford Farm,8.9,,,-2.9445335907343977,52.689495026589015
Halse Farm,8.2,,,-3.2126279268555487,51.05168501285785
STRETE FARM SOLAR FARM,4.8,,,-3.3587280985296024,50.745886481865796
Tregassow Farm - Solar Modules,6.0,,,-5.015262547196246,50.30687541797729
Higher Hatherleigh Solar Farm extension,1.5,,,-2.4106873753334757,51.04381089956613
Pont Andrew Solar Farm,1.5,,,-4.137655844655777,51.77529219658087
Manston Solar Farm extension (Westwood),9.2,,,1.3744946021237807,51.35192872921758
Newlands Farm Solar - resubmission,20.5,,,-1.1961060032819253,50.83131517431967
Fen Road,1.4,,,-0.07168589226228633,52.96581408455561
Home Farm (Knowlton - solar),11.5,,,1.2649030617524564,51.23487194348182
Lake Farm,5.0,,,-2.0907016120171202,51.49820380838654
Parkhouse Corner (Orta Solar),6.6,,,-1.6751927443160362,51.195528951571134
Sandhill Solar Park,2.0,,,-3.197347192884682,51.0605295090275
Mingay Farm,5.0,,,0.16618742850856347,52.34495404363305
Jordanston Solar Farm,5.0,,,-4.7959095304864165,51.67538596964935
Aldi Distribution Centre - Neston,1.2,,,-3.0322014721187096,53.28941286176796
Rodbourne Rail Farm - Solar Park,7.6,,,-2.099424920169804,51.56116470961568
Knockworthy Farm,3.5,,,-4.1224685812657205,50.985285425256365
"Raglington Farm, Botley Road, Shedfield, Southampton, Hampshire",5.8,,,-1.232284368614037,50.91793375764269
Stables Farm,1.5,,,-1.4219743043410873,50.697131659096094
Luson Farm,1.9,,,-3.9413302784879396,50.36167928216457
Marston Solar Farm,4.9,,,-0.690678712048592,52.969190273732664
Tredown Solar Farm,1.2,,,-4.270777508540067,50.61021295027377
Slaughtergate Farm,1.8,,,-2.311874879227173,51.045896749368055
Kia Ora Farm,1.8,,,-3.408199242065782,50.85452256761537
Ellicombe Farm,1.4,,,-3.7844568639767218,50.83090188966239
Southcombe Farm,1.2,,,-4.2151635660780435,50.88604404359562
West Bradley Farm,1.5,,,-3.570695126291188,50.91632697573126
Whiddon Farm,1.0,,,-4.2773673443240385,50.75237331371563
Lovedean Farm,4.5,,,-1.0340494141504326,50.91206503213143
Higher Knapp Farm,1.5,,,-2.996195814003999,51.01933298644047
Park Farm,4.0,,,-2.2044451527855875,50.92272374845055
Marley Thatch Solar Farm,6.3,,,-3.809354652598599,50.42477115911596
Newlands Farm (East Devon),5.0,,,-2.950978358454107,50.77259651868376
Goldthorpe,1.5,,,-1.3164912552438428,53.52950002795861
Battens Farm Solar Park,11.0,,,-2.1649477141952667,51.48200039280842
Foxburrow Farm,8.0,,,1.2846559174567103,52.04674997804295
Hurst Farm,5.0,,,-2.5074339971870963,51.72863701432355
Jaguar Land Rover ,5.8,,,-2.140585913496272,52.63346758900278
Leverton Ings,12.0,,,0.06325863842582544,53.01991374087525
Little Morton Solar Farm,14.3,,,-0.9932394040324839,53.30392277781852
Lodge Farm - Orston,12.4,,,-0.8323748527020975,52.966026945137756
Lowther Farms,1.8,,,-1.0242564680192763,52.359908696158946
Mingay Farm - extension,19.3,,,0.15716270721839606,52.33509327593508
Stone Hill,2.6,,,0.22684243949859484,50.920045406353076
The Stables,1.8,,,-1.4068244640794758,52.57659319245967
Vantage Point,1.4,,,-2.4853378617669297,51.86756499561707
Brickyard Barn (resubmission),4.1,,,-1.555814512197325,52.250586083615474
Crapnell Farm Solar Farm,5.4,,,-2.5784164579706843,51.20905139216047
Ellough Airfield (Resubmission),13.2,,,1.6055667295857532,52.434064064445614
Ermine Street Farm solar park,32.5,,,-0.5214058756210826,53.015194372800465
Eynsham Solar Farm,13.2,,,-1.4263568761005385,51.794043356149075
Owls Lodge Farm Extension,5.0,,,-1.367352415546112,51.18757144138533
Hawksland Solar,3.1,,,-4.891868091036567,50.50267611182613
Middle Treworder Farm,5.0,,,-4.843728798137552,50.50358390150742
Black Bush Farm,2.7,,,-0.14785798822288804,52.5497676937905
Goonhilly Downs - PV,4.5,,,-5.218015511835072,50.04649387888727
Higher Tregarne Solar Farm,5.0,,,-5.135155505982045,50.121658816602846
Causilgey Solar Farm,5.0,,,-5.1209468393829845,50.2862817693055
Ninnis Farm Solar,5.0,,,-4.8354356966536525,50.319722912500175
Trelow Farm,1.6,,,-4.929806363733364,50.48987994719993
Hewas Solar Farm,5.0,,,-4.930369072898448,50.34139528093098
Great Knowle Farm Solar,3.0,,,-4.376959190728574,50.80422467151723
Airfield Farm PV,5.0,,,0.9501455568827998,52.47458243473581
Lower Bodiniel Farm,5.0,,,-4.738347500490204,50.480026117704966
Shelswell Park Solar Farm,5.0,,,-1.1159563177225766,51.973996616771316
Chittering Solar Farm,5.0,,,0.22112037340757149,52.31814454048901
Kernow Solar Farm,5.0,,,-5.0054759957379495,50.4297573848834
Limes Farm Solar Farm,4.6,,,-0.3185919487912002,52.77392080723081
Bratton Fleming Solar Farm,5.0,,,-3.9248825903241857,51.125229951674484
Lee Farm,5.0,,,-1.4491147019509043,50.692506177935876
Woodlands Barton Solar Farm,4.9,,,-4.80518546560608,50.42387762974908
Winsdon Farm,5.0,,,-4.4494722232053885,50.697975442627154
The Manor of Cadland Estate,5.0,,,-1.3603152883843945,50.80513651099453
Trenouth Farm,3.6,,,-4.961996395659879,50.494363031878926
Callington Solar Farm,6.4,,,-4.326068928519293,50.507141674191324
St Columb Major Solar Farm,7.0,,,-4.927837804726436,50.42289580097669
Crossways Pit Solar Farm,5.0,,,-2.324286099033845,50.700036565765515
Ayshford Court Farm,5.0,,,-3.345870449098365,50.931924227248096
Andover Solar Farm,5.0,,,-1.536405179846224,51.211184705740976
Oving Solar Farm,5.0,,,-0.7054268663068595,50.83731834408651
Grange Farm (Cornwall),5.0,,,-4.423321966276677,50.71101548615277
Shipton Bellinger - Park House Corner Solar Farm,5.4,,,-1.665967971640557,51.194720684925926
Wyld Meadow Solar Farm,4.8,,,-2.9354528702748044,50.77920615477172
Shooters Bottom Solar Park,7.0,,,-2.5864220293869966,51.258791773419524
Goldenhaye Field Solar Farm,2.0,,,-2.905822325599165,50.873883512248675
Danes Farm,3.3,,,-0.6974634330199628,53.322437832471486
Langstone Court Road Solar Farm,2.5,,,-2.9120754911873235,51.60085737410333
Five Oaks Solar Farm,5.0,,,-0.44594394957020295,51.05952049685245
Warleigh Barton Solar Farm,5.0,,,-4.161829110722338,50.43434183400052
Trenoweth Solar Farm,2.5,,,-4.748972441211324,50.39731630009378
Wymeswold Airfield,34.0,,,-1.1115449478286001,52.803327471432674
Higher Hatherleigh Solar Farm,3.5,,,-2.42717652702831,51.04369787332237
Barton Solar Farm,1.2,,,-3.3141220689785964,50.94609010808833
Clann Solar Farm,1.4,,,-4.77763222522278,50.44075743298425
Dolmans Hill (Redbridge Farm) Solar Arrays,5.0,,,-2.103092887160624,50.75043247425047
North Norfolk Business Centre Solar Park,11.0,,,1.3070518796213757,52.9011624953629
Horsacott Farm Solar Park,6.4,,,-4.10881890316843,51.06415530088632
Broxted Solar Farm (Stradishall Airfield),31.6,,,0.5172004816021547,52.13141710159442
Pentylands Farm,19.0,,,-1.7304622727237637,51.65296221860593
Trefinnick Farm,5.0,,,-4.349224871678764,50.5423040232524
Rudbaxton Solar Park,10.8,,,-4.952417251111663,51.85013890908996
Hope Solar Farm,7.3,,,-5.366161023416828,50.210953761751554
Culmhead Solar Farm (Resubmission),7.5,,,-3.127997717279276,50.926103047673024
Wheal Alfred Road Solar Farm,3.5,,,-5.387240777952778,50.176847000588474
Blatchworthy Farm,1.5,,,-4.137689875824441,51.146119693422726
Parsonage Barn (extension),7.6,,,-2.902209326798102,50.93544845153931
BIOSSENCE SOLAR PARK,4.5,,,0.48161051409225697,51.32023587162747
HENDRA HOLIDAY PARK SOLAR FARM,1.2,,,-5.055682324911575,50.3995997297482
EASTACOMBE SOLAR FARM,3.6,,,-4.335333181181558,50.77300158159811
Wrexham Social Housing PV,5.4,,,-2.9899067983868663,53.04091251371358
Creathorne Farm  - Solar Farm,1.8,,,-4.5450877800729925,50.79561224499094
Higher Pirzwell Solar Farm,1.2,,,-3.315404008941168,50.874473085822416
Broadgate Solar Farm,1.1,,,-3.739639691066533,50.85229983577373
CRAYSMARSH SOLAR FARM,1.8,,,-2.0946549301281294,51.36264118168757
SOLAR PARK - WHITCHURCH FARM,6.5,,,-2.525570768880219,51.27993293056604
THE HOLLIES SOLAR PARK - SKEGNESS,8.6,,,0.23483192103766992,53.14802759141128
AMBLESTON SOLAR PANELS,6.0,,,-4.866485205144326,51.89919407571067
Ford Farm Solar Farm,5.0,,,-4.378338206464675,50.479604796405525
Canworthy Water,41.0,,,-4.49064716590053,50.70344371708349
Foxcombe Farm Solar Park,5.0,,,-4.293692107801053,50.802357477820884
Liddeston Ridge Solar Park (Milford Haven),5.0,,,-5.043970407673431,51.71838863007622
Derriton Fields Solar Farm,11.8,,,-4.36783476002799,50.802584476974936
Cleave Farm Solar Park,4.7,,,-4.1408496893190545,51.00386351400319
Four Burrows Farm  (Extension 2),6.3,,,-5.139230202950049,50.29165445322939
Chelworth Industrial Estate Solar Park,1.0,,,-1.8876058960719444,51.627583336577025
Drapers Farm Solar Park,6.0,,,0.4983076723303333,51.8562577759338
Week Farm Solar Park,3.3,,,-4.119556304599602,50.95170190549148
Says Court Farm solar park,19.8,,,-2.449437317079893,51.533612488996475
Ketton solar farm,9.0,,,-0.5587910161952218,52.644120757258825
The Manor of Cadland Estate - extension,3.0,,,-1.3598440370814007,50.80948660407445
Reaches Farm Solar Park,6.1,,,0.5641448842740983,52.559413922665854
Watchfield Lawn,10.2,,,-2.944603242091646,51.225318131631795
Witches Solar Farm,5.0,,,-2.6747257493275463,51.97330026135715
Burntstalk Solar Park,11.5,,,0.6271371761294381,52.67325205562688
Claypit Moor Solar Farm (Lexham),7.9,,,0.7758048286529446,52.744995571580375
Holton Airfield,11.0,,,1.525799817106747,52.360620214705264
Goose Willow Farm,11.5,,,-1.3568850161836201,51.63592942590241
Chediston Hall Solar Park,12.3,,,1.4737394673981294,52.35226926614004
Caeremlyn Solar Farm,18.0,,,-4.633465906859986,51.827902008828765
Hazard Farm,6.4,,,-3.7610639912400963,50.420223589158226
Home Farm (Merton - solar),18.3,,,-1.1438027230454932,51.86476981544627
Rudge Hill Farm,1.5,,,-2.312621919506838,50.91294243098495
Sevor Farm,9.3,,,-1.7160826811690633,51.5922535755358
Marsh Farm,14.0,,,-2.1108066675120045,51.626414978709725
Four Burrows Solar farm (Extension 1),1.5,,,-5.138353991997364,50.30393957563573
Old Rides solar Farm,8.0,,,0.8695522263765525,51.39288712458155
Parabel North Beer Solar Farm,6.8,,,-4.402483272506359,50.70130130541639
Crockers Hele,1.3,,,-4.095148042457275,50.842329075840944
Bentley Motors Ltd 1,5.1,,,-2.472766676369136,53.1050661378892
Northwick Estate (Extension),2.2,,,-1.803215530654547,52.01956813450015
North Of Field Barn,1.0,,,-1.4748289968179955,52.02999926723332
Forest Heath Solar Farm,5.0,,,0.39142953584403783,52.27939858038467
Abbey Farm,9.0,,,-0.23656071184890531,52.419357063893635
Land at Soho Farm,1.5,,,-2.4367437881690486,51.23113035291102
Land South West Of Apollo Business Park,1.7,,,-1.41687348632102,52.0794377347242
Land at Mill Farm,1.0,,,-2.8217832350945016,51.22911344222679
Land at East Farm,6.8,,,-2.019584130100829,51.17826203586611
New Rendy Farm,4.8,,,-3.2012395098564905,51.00743240583081
Grange Farm (Burton Pedwardine),15.0,,,-0.355464575040894,52.972272551352546
Wheat Leasows Solar Park,4.0,,,-2.486301989126426,52.72075026235589
Honington Solar Farm,13.6,,,0.7886372071584689,52.33963361872461
Hill Farm Solar Park,10.2,,,-1.1321737969140364,50.69751001142541
Homeland Solar Farm,13.2,,,-1.8647462179031218,50.84703522913653
Fairwind Farm,10.0,,,0.38960737796504435,51.5641084774479
Fenton Home Farm,31.3,,,-4.918935102870151,51.819496477745794
Abbots Ripton Solar Farm,24.7,,,-0.1981426158913638,52.37872957825564
South Lees Farm,11.0,,,0.8063882954571195,51.40166612670532
Sycamore Farm,20.0,,,0.8762860213159932,50.9924231828146
North Wayton Farm,5.0,,,-4.217079812856289,50.44198153678786
Chelveston Airfield - extension,3.5,,,-0.5195382663250473,52.302065925948206
Polmaugan Farm,5.0,,,-4.663388034483498,50.42950508941985
East Lenham Solar Farm,6.6,,,0.7119565764463919,51.22738996814627
Steventon Solar Park,10.0,,,-1.3613272423189546,51.63342700382413
Meadow Farm solar park,6.0,,,0.544001265728104,52.54328461517641
Sutton Mawr Farm,7.5,,,-3.326981907866002,51.418567814916905
West Hill Farm (solar),7.3,,,-4.137689875824441,51.146119693422726
Canada Farm,8.3,,,-2.2282014483289694,50.837745728674356
Hoback Farm,13.1,,,-0.029105223098490264,52.11911799550046
The Rainbows Solar Farm,4.0,,,-1.860956090491951,52.07016923279962
Salcey Solar Farm,5.0,,,-0.7565036960480559,52.1466364960126
Iwood Lane Solar Farm,8.0,,,-2.791307257026774,51.35934026859642
Bypass Nurseries Solar Farm,3.3,,,-1.9200428027679926,52.10245543813787
Garn Solar Farm,7.4,,,-3.3886069718043763,51.45367001329334
Epwell Grounds Farm solar park,7.0,,,-1.465809390478373,52.066543399021974
Woolbridge Solar Park,5.0,,,-2.223457002392437,50.68862771021581
Manor Farm (Dorset),5.0,,,-2.3178940569337145,51.05413537593008
Lower Pennington Farm,2.7,,,-1.5528491534955062,50.74002719070384
Goose Willow Farm - extension,7.0,,,-1.348748133233745,51.633034334172
Grange Farm (Avon),21.0,,,-2.5227468586623822,51.53971063385483
Wisbridge Farm,9.3,,,-0.013373320322759714,52.007999912064555
Caddington Solar Farm (Phase 1),3.0,,,-0.4632443709423757,51.860054048753526
Castle Eaton Farm,17.8,,,-1.7907134386661414,51.64906582097155
Chelveston Airfield,16.0,,,-0.5253097178105065,52.302722502092585
Clawdd Ddu PV,13.5,,,-4.038068791196049,51.770820757127396
Bay Farm,8.1,,,0.4989652664166233,52.31635193280651
Bilsham Farm,14.5,,,-0.6356547261629787,50.81383345998643
Blenches Mill,6.1,,,-2.18992131115218,51.27463884954365
Bottom Plain,10.0,,,-2.165372828063449,50.71270819958109
Bulls Head Farm North,4.7,,,-0.8107280564643096,52.15423698211445
Ebbsfleet Solar Farm,5.0,,,1.338906287614116,51.31055542498606
Crannaford Solar Farm,12.5,,,-3.4048182758564702,50.75991833841017
Decoy Farm House Solar Modules,6.0,,,-0.6920231157555667,50.829084071973924
Hatch Penn Farm PV,1.0,,,-0.013573716056165067,52.02123969473437
High Penn Solar Park,9.6,,,-1.9859561588976062,51.4512206211746
Highfields Farm (Braintree),2.8,,,0.7195418893335176,51.824765324634974
Highfields Farm (Colchester),12.2,,,0.7195418893335176,51.824765324634974
Hill End Farm,2.8,,,-1.1113469375289784,51.31183738278023
Hook Valley Solar Park,17.0,,,-2.4348689471753056,51.04864219396427
Penare Farm Solar Farm,11.0,,,-5.075539219459939,50.303676343144616
Pensipple Farm,5.0,,,-4.451859321377388,50.40729809652109
Pingry Farm - Phase 1,3.4,,,-2.6229713644686354,51.781920716464455
Pitworthy Farm Solar Park,15.6,,,-4.427569891167873,50.821377574137955
Pyde Drove,7.0,,,-2.923678989560913,51.17806867618881
Race farm,6.1,,,-2.061387643511837,50.74817794182163
Redhall Industrial Estate,5.0,,,-0.0637425064514679,53.6967710821967
Hopton Road Industrial Estate,1.3,,,-1.9675774825841401,51.37132501182078
Kencot Hill Solar Farm (revised application),37.0,,,-1.6395877401629833,51.76011267684092
KERNICK MICA DAM - SOLAR FARM,12.0,,,-4.904391153403963,50.35334576201666
Landmead Farm (East Hanney),46.0,,,-1.3735645350562575,51.64396793680627
Monksham Solar Farm,10.7,,,-2.3357469081004183,51.18457937647078
North Creake Airfield (Resubmission),20.0,,,0.8301683334291066,52.90571758885558
North of Newton Farm,3.0,,,-2.095072737800995,50.74486379375911
Norton Hall,2.8,,,-1.7870171396504653,52.101131685708935
SAUNDERCROFT SOLAR FARM,7.0,,,-3.398546655834998,50.76499402540446
South Newton Farm,11.3,,,-2.097547715574782,50.73552722396733
Spittleborough Farm,12.0,,,-1.8814333275103905,51.54635734077427
Stantway Solar Farm,5.0,,,-2.3997900756921533,51.821249477093204
Stonebarrow Farm,8.0,,,-2.9248668687673662,50.785450853756984
Stowbridge Farm,24.0,,,0.21820031344455354,52.32900793285745
Stratton Hall Solar Park,11.6,,,1.2868900134214059,52.008830258578485
Thorne Farm,6.2,,,1.3476665509520367,51.3386124451448
Tiers Cross Solar Farm,24.0,,,-5.04077604323064,51.7491050455804
Toyota Motor Manufacturing Uk - Deeside,3.8,,,-3.024833205298856,53.22788259483357
Turweston Solar Farm,16.7,,,-1.1052944417995025,52.03282632999893
Westover Farm - resubmission,7.0,,,-1.506235203985046,51.16214385928176
Whitley Farm (1 of 2),3.5,,,-2.7952598389342356,51.130291966078055
Whitley Farm (2 of 2),3.5,,,-2.78441033963791,51.1284678911222
Woden Park,5.0,,,-3.243196218331069,51.467900628544655
West Kingsmill Farm Solar Park,1.6,,,-4.243008005687206,50.44134047301583
Lower Marsh Farm,5.0,,,-3.1166682993766983,51.06666060947895
Bodorgan Solar Farm,12.6,,,-4.41481671196342,53.178686127627245
Chapel Lane Parley Solar Farm Phase 2,36.0,,,-1.8563237266972794,50.79584776455767
Grange Farm Solar Farm,4.9,,,-3.221939126774573,51.00592273002017
Trehawke Barton (Doddycross) Solar Farm,10.6,,,-4.378834787129699,50.435871279545275
Pitts Farm (revised application),2.6,,,-2.5858498554554257,51.213843229838034
Trequite Farm solar park (resubmission),9.9,,,-4.365625064451278,50.426273485601406
New Row Farm,3.9,,,-2.528069895282967,51.2041818932413
Crucis Park,12.5,,,-1.9131521419318203,51.7240917734013
Hunstrete (Wilmington Farm),2.3,,,-2.5039305019836773,51.35161333284068
Helland Meads - resubmission,1.2,,,-2.9591001024620196,51.017349877210584
Hunters Race Solar Park,9.3,,,-0.7927116749732122,50.862130288115736
Parham Airfield (Great Glenham),17.5,,,1.4101370428852356,52.19649577481092
Chapel Lane Parley Solar Farm Phase 1,20.0,,,-1.861230770302071,50.7917891972264
Welbeck Colliery,11.3,,,-1.1376814885023605,53.22393628129968
Priory Farm,3.1,,,1.6747748540677303,52.44852747921483
Norrington Common Solar Farm,10.0,,,-2.170095553509259,51.38331803525262
Winnards Perch Solar Farm,3.8,,,-4.919892896601923,50.46242347253691
West Hall Solar Farm,7.0,,,-3.4049529073847395,51.394917320817626
Brynteg Farm,16.2,,,-4.178078195018517,51.71280578363934
Stonepit Farm,5.0,,,-0.8470360832904013,52.133909346175436
Bury Lane Fruit Farm,24.0,,,0.002047883771104313,52.0795767250263
Bilsthorpe Quarry Solar Park,4.8,,,-1.0252223788290986,53.14204103994264
Littlebourne,17.0,,,1.1439519158315332,51.27380391843912
Wellingborough Solar Farm,8.5,,,-0.6937869492438538,52.28159854432626
Baglan Bay Solar Farm - Phase 1,5.0,,,-3.8294826067685324,51.6094132056224
Gover Farm Solar Park,8.0,,,-5.196757010185706,50.28866416870421
Kerriers Solar Park,9.6,,,-4.816433381930295,50.442342876060636
Crossness Sewage Works PV,1.5,,,0.13771487321847253,51.507986522979806
Higher Hill Farm,5.0,,,-2.6891583190117156,51.0763197676651
Manor Farm (Keinton Mandeville),1.0,,,-2.640932218729708,51.06960753138726
Walton WTW PV,1.8,,,-0.39767801816180237,51.40411808889305
Wolseley National Distribution Centre,2.0,,,-1.5357261007595322,52.273641121703825
Kingsland Barton Solar Farm (resubmission),5.0,,,-3.8650634168011595,51.018099719933005
Pentre farm,5.5,,,-4.122468743111842,51.758706317693665
