name,carrier,type,p_nom,bus,marginal_cost,ramp_limit_up,ramp_limit_down,p_max_pu,control,build_year,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_opt
Poplars Anaerobic Digestion Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,6.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Reepham Road (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Coleshill STW (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Colwick Industrial Estate (Farm and Food waste),Anaerobic Digestion,Anaerobic Digestion,2.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Green Waste Composting Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.2,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Singleton Birch (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Bryn Pica AD / Tomorrow's Valley (Waste AD) - resubmission,Anaerobic Digestion,Anaerobic Digestion,1.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Bredbury Park Way - AD Stockport (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
"Stud Farm, Rufford (Farm AD)",Anaerobic Digestion,Anaerobic Digestion,2.2,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Barkip Anaerobic Digestor (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.2,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Dryholme Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Lochhead Landfill CHP,Anaerobic Digestion,Anaerobic Digestion,1.7,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.7
Merevale & Blyth Estate (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Bygrave Lodge Farm Anaerobic Digestion Facility (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.3,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Westwood AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
May Farm Anaerobic Digester (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Carousel Dairy AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Cannington Cold Stores,Anaerobic Digestion,Anaerobic Digestion,3.3,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.3
McCain Foods AD Plant (AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Preston Road AD Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.8,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.8
East Dagenham Docks AD (AD),Anaerobic Digestion,Anaerobic Digestion,1.4,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Manor Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Westcott Venture Park,Anaerobic Digestion,Anaerobic Digestion,2.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Swancote Farm AD (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.2,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Glasgow Renewable Energy and Recycling Centre (Waste AD),Anaerobic Digestion,Anaerobic Digestion,5.0,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Wyke Farms Biogas (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
South Kirkby Business Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,6.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.0
Energy Works Hull - AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Staples Anaerobic Digestion CHP Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Dimmer Anaerobic Digestor (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Wallingford (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Granox Biogas Plant,Anaerobic Digestion,Anaerobic Digestion,5.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Prosper Demulder Limited Anaerobic Digestion Plant (Waste AD) - extension,Anaerobic Digestion,Anaerobic Digestion,3.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Trumps Farm (AD),Anaerobic Digestion,Anaerobic Digestion,2.4,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Ratty's Lane Sustainable Energy Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Brookhurst Wood (Waste AD),Anaerobic Digestion,Anaerobic Digestion,4.5,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.5
Halstead Renewable Power Project (Waste AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Walpole Landfill AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.6,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Waen Biogas (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Pebble Hall Farm - resubmission - Food Waste AD,Anaerobic Digestion,Anaerobic Digestion,4.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
St Nicholas Court Farm (AD) - resubmission,Anaerobic Digestion,Anaerobic Digestion,1.2,Sellindge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Gore Cross - AD,Anaerobic Digestion,Anaerobic Digestion,2.2,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Dagenham Docks Biogas (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.4,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Leeming Bar (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Metheringham Heath (Farm AD),Anaerobic Digestion,Anaerobic Digestion,6.5,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,6.5
Pure Malt Products AD,Anaerobic Digestion,Anaerobic Digestion,1.5,Torness,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Codford Biogas (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.7,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.7
Bolton Road Waste Treatment and Renewable Energy Facility (Waste AD),Anaerobic Digestion,Anaerobic Digestion,4.0,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
Broughall Fields Farm,Anaerobic Digestion,Anaerobic Digestion,2.4,Deeside,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Cattlegate Farm Biogas (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.5,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
GlaxoSmithKline (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.0,Neilston,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Great Hele Farm AD farm waste,Anaerobic Digestion,Anaerobic Digestion,1.3,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Imperial Park,Anaerobic Digestion,Anaerobic Digestion,5.1,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.1
Land Adjacent to Thomas Swan and Co Ltd.,Anaerobic Digestion,Anaerobic Digestion,1.0,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
North Moor Farm AD Plant (Farm AD),Anaerobic Digestion,Anaerobic Digestion,4.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
Sutton Grange AD Plant,Anaerobic Digestion,Anaerobic Digestion,3.0,Keadby,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Wingmoor Farm (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.6,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.6
Carrington Farm AD,Anaerobic Digestion,Anaerobic Digestion,3.0,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
West Roucan Farm,Anaerobic Digestion,Anaerobic Digestion,1.2,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Charlton Lane Eco Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.7,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.7
Bourne Park AD (AD),Anaerobic Digestion,Anaerobic Digestion,1.1,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Decoy Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,1.8,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Allerton Waste Recovery Park (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.1,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Coursers Farm AD Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Millerhill AD (Waste AD),Anaerobic Digestion,Anaerobic Digestion,1.5,Torness,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Hogsbrook Farm - Farm AD,Anaerobic Digestion,Anaerobic Digestion,1.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Wothersome Grange Farm House AD - crops,Anaerobic Digestion,Anaerobic Digestion,1.0,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Knostrop WWTW AD,Anaerobic Digestion,Anaerobic Digestion,2.4,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.4
Land South East Of Water Treatment Works Bridge End,Anaerobic Digestion,Anaerobic Digestion,1.5,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Teeside Green Energy Plant (Waste AD),Anaerobic Digestion,Anaerobic Digestion,4.8,Stella West,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.8
Crowmarsh Battle Farm (Farm AD),Anaerobic Digestion,Anaerobic Digestion,2.3,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Salford Refuse Treatment Plant (AD),Anaerobic Digestion,Anaerobic Digestion,2.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Stormy Down (Waste AD),Anaerobic Digestion,Anaerobic Digestion,3.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
British Sugar - Bury,Anaerobic Digestion,Anaerobic Digestion,5.0,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Arla Dairy Site,Anaerobic Digestion,Anaerobic Digestion,5.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Gravel Pit Farm (Resubmission),Anaerobic Digestion,Anaerobic Digestion,1.0,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Bentwaters Park (extension),Anaerobic Digestion,Anaerobic Digestion,1.8,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Cardiff Organic Waste Treatment Project (resubmission),Anaerobic Digestion,Anaerobic Digestion,2.0,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Swancote Farm,Anaerobic Digestion,Anaerobic Digestion,1.2,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Aspatria Creamery,Anaerobic Digestion,Anaerobic Digestion,5.0,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Arkleby Mill,Anaerobic Digestion,Anaerobic Digestion,1.0,Harker,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Bromham House Farm,Anaerobic Digestion,Anaerobic Digestion,1.5,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Austrey House Farm,Anaerobic Digestion,Anaerobic Digestion,1.5,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Morayhill AD,Anaerobic Digestion,Anaerobic Digestion,2.0,Beauly,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Brocklesby - Crosslands Lane,Anaerobic Digestion,Anaerobic Digestion,3.5,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.5
Willand AD,Anaerobic Digestion,Anaerobic Digestion,2.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Wigley Farm,Anaerobic Digestion,Anaerobic Digestion,1.1,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.1
Bentwaters Park,Anaerobic Digestion,Anaerobic Digestion,2.0,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Land at Lostock Works (Northwich Facility),Anaerobic Digestion,Anaerobic Digestion,5.0,Daines,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.0
Inchdairnie,Anaerobic Digestion,Anaerobic Digestion,2.0,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Binn Farm AD (extension),Anaerobic Digestion,Anaerobic Digestion,1.5,Denny/Bonnybridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Basingstoke Sewage Treatment Works,Anaerobic Digestion,Anaerobic Digestion,1.2,Bramley,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Knostrop Sewage Treatment Works,Anaerobic Digestion,Anaerobic Digestion,4.0,Thornton/Drax/Eggborough,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
"The Nurseries, Green Tye",Anaerobic Digestion,Anaerobic Digestion,1.2,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Pengelly Barton Farm,Anaerobic Digestion,Anaerobic Digestion,1.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Enfield Farm,Anaerobic Digestion,Anaerobic Digestion,2.0,S.W.Penisula,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Gelliargwellt Uchaf Farm AD,Anaerobic Digestion,Anaerobic Digestion,1.4,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.4
Swindon Sewerage Treatment Works,Anaerobic Digestion,Anaerobic Digestion,1.2,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Rye Meads Sewerage Treatment Works,Anaerobic Digestion,Anaerobic Digestion,2.3,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Deephams Sewerage Treatment Works,Anaerobic Digestion,Anaerobic Digestion,3.0,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.0
Station Works AD,Anaerobic Digestion,Anaerobic Digestion,1.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Mepal CHP,Anaerobic Digestion,Anaerobic Digestion,14.4,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,14.4
Broadley Copse,Anaerobic Digestion,Anaerobic Digestion,2.2,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Greenhill Anaerobic Digestion Plant,Anaerobic Digestion,Anaerobic Digestion,1.0,Lovedean,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Glenfiddich Distillery,Anaerobic Digestion,Anaerobic Digestion,1.5,Peterhead,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Plusterwine House - Anaerobic Digestion Plant (Retrospective),Anaerobic Digestion,Anaerobic Digestion,1.5,Melksham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.5
Bellhouse Pit Landfill Scheme,Landfill Gas,Landfill Gas,2.7,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Sandy Lane Landfill Scheme,Landfill Gas,Landfill Gas,2.3,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Brazier Landfill Scheme,Landfill Gas,Landfill Gas,3.9,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,3.9
Lackford Landfill Scheme,Landfill Gas,Landfill Gas,1.2,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Attlebridge Landfill Site,Landfill Gas,Landfill Gas,1.3,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.3
Aveley Landfill Scheme,Landfill Gas,Landfill Gas,2.1,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.1
Elstow Landfill Site,Landfill Gas,Landfill Gas,1.8,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Ongar Landfill Scheme 2,Landfill Gas,Landfill Gas,1.8,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Sundon Landfill Site,Landfill Gas,Landfill Gas,2.6,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.6
Aveley,Landfill Gas,Landfill Gas,1.2,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Brogborough Phase III,Landfill Gas,Landfill Gas,11.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,11.0
Brogborough Phase IV,Landfill Gas,Landfill Gas,11.0,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,11.0
Ockendon Area III,Landfill Gas,Landfill Gas,8.5,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,8.5
Station Farm Landfill Scheme,Landfill Gas,Landfill Gas,2.0,Pelham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.0
Rainham Phase II,Landfill Gas,Landfill Gas,17.0,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,17.0
Masons Power Plant Landfill Scheme,Landfill Gas,Landfill Gas,5.5,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,5.5
Ockendon 'B' Landfill Scheme,Landfill Gas,Landfill Gas,4.5,London,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.5
L'Field Stewartby Landfill Site,Landfill Gas,Landfill Gas,10.7,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,10.7
Dogsthorpe South Landfill Site,Landfill Gas,Landfill Gas,1.9,Walpole,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Foxhall Landfill Site,Landfill Gas,Landfill Gas,1.2,Bramford,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Cotesbach Landfill Gas Project,Landfill Gas,Landfill Gas,2.3,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.3
Portley Ford Landfill Site,Landfill Gas,Landfill Gas,1.8,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Glapwell,Landfill Gas,Landfill Gas,1.2,Th. Marsh/Stocksbridge,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.2
Colsterworth Landfill Gas Project,Landfill Gas,Landfill Gas,2.6,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.6
Bradgate Quarry Landfill Gas Scheme,Landfill Gas,Landfill Gas,2.5,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.5
Burntstump Landfill Scheme,Landfill Gas,Landfill Gas,1.8,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.8
Judkins Landfill Scheme,Landfill Gas,Landfill Gas,2.7,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.7
Warren Quarry Landfill Gas Scheme,Landfill Gas,Landfill Gas,1.9,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.9
Kilsby Landfill Scheme,Landfill Gas,Landfill Gas,1.0,Feckenham,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,1.0
Bletchley Phase II,Landfill Gas,Landfill Gas,2.2,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,2.2
Calvert Phase II,Landfill Gas,Landfill Gas,11.2,Sundon/East Claydon,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,11.2
Weldon Phase 1 and 2,Landfill Gas,Landfill Gas,4.0,Ratcliffe,0.0,1.0,1.0,1.0,PQ,0,0,0,1,0,4.0
