name,carrier,type,p_nom,bus,marginal_cost,ramp_limit_up,ramp_limit_down,p_max_pu,control,build_year,min_up_time,min_down_time,up_time_before,down_time_before,p_nom_opt
Staythorpe C CCS Gas,CCS Gas,CCS Gas,709.4744825952935,Ratcliffe,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,709.4744825952935
Seabank CCS Gas,CCS Gas,CCS Gas,494.0697064166294,Melksham,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,494.0697064166294
Peterhead CCS Gas,CCS Gas,CCS Gas,0.0,Peterhead,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Keadby CCS Gas,CCS Gas,CCS Gas,294.2797829409046,Keadby,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,294.2797829409046
Medway CCS Gas,CCS Gas,CCS Gas,302.287377135469,Kemsley,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,302.287377135469
Saltend* CCS Gas,CCS Gas,CCS Gas,480.45679269211166,Keadby,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,480.45679269211166
Cottam Development Centre CCS Gas,CCS Gas,CCS Gas,178.16937961906,Keadby,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,178.16937961906
Enfield CCS Gas,CCS Gas,CCS Gas,163.35530610124763,London,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,163.35530610124763
Grain CHP* CCS Gas,CCS Gas,CCS Gas,607.3774454812996,Kemsley,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,607.3774454812996
VPI Immingham* CCS Gas,CCS Gas,CCS Gas,501.2765843168366,Keadby,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,501.2765843168366
Connahs Quay CCS Gas,CCS Gas,CCS Gas,552.5253291155,Deeside,100.0,1.0,1.0,1.0,PQ,0,0,0,1,0,552.5253291155
Aberthaw Power Station Biomass,Biomass (co-firing),Biomass (co-firing),11.55,Melksham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,11.55
Drax Biomass Power Station - Unit 1,Biomass (co-firing),Biomass (co-firing),212.85,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,212.85
Thetford Biomass Power Station,Biomass (dedicated),Biomass (dedicated),111.8710690175475,Walpole,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,111.8710690175475
Chilton Energy Plant,Biomass (dedicated),Biomass (dedicated),52.303356943268966,Stella West,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,52.303356943268966
Double H Nurseries Biomass Plant,Biomass (dedicated),Biomass (dedicated),4.358613078605747,S.W.Penisula,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,4.358613078605747
Beckton STW Biodiesel Power Plant,Biomass (dedicated),Biomass (dedicated),23.24593641923065,London,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,23.24593641923065
Buslingthorpe Power Station (Leeds North),Biomass (dedicated),Biomass (dedicated),5.811484104807662,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,5.811484104807662
Invergordon Pellet Mill,Biomass (dedicated),Biomass (dedicated),0.0,Beauly,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Caledonian Papermill,Biomass (dedicated),Biomass (dedicated),0.0,Neilston,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Wilton International,Biomass (dedicated),Biomass (dedicated),102.28212024461484,Stella West,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,102.28212024461484
South View Farm,Biomass (dedicated),Biomass (dedicated),5.811484104807662,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,5.811484104807662
Cowie Biomass Facility,Biomass (dedicated),Biomass (dedicated),0.0,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Thornton Power Station,Biomass (dedicated),Biomass (dedicated),26.151678471634483,Penwortham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,26.151678471634483
Iggesund Paperboard CHP Plant,Biomass (dedicated),Biomass (dedicated),142.38136056778774,Harker,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,142.38136056778774
Goosey Lodge Industrial Estate,Biomass (dedicated),Biomass (dedicated),46.4918728384613,Sundon/East Claydon,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,46.4918728384613
Western Wood Energy Plant,Biomass (dedicated),Biomass (dedicated),40.68038873365364,Melksham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,40.68038873365364
Eccleshall Biomass,Biomass (dedicated),Biomass (dedicated),7.554929336249961,Daines,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,7.554929336249961
Westfield Biomass Power Station,Biomass (dedicated),Biomass (dedicated),0.0,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Derriford Hospital,Biomass (dedicated),Biomass (dedicated),4.358613078605747,S.W.Penisula,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,4.358613078605747
Rampton Hospital Energy Centre,Biomass (dedicated),Biomass (dedicated),3.4868904628845976,Keadby,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,3.4868904628845976
Elean Business Park Biomass Plant,Biomass (dedicated),Biomass (dedicated),116.22968209615324,Walpole,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,116.22968209615324
Eye Biomass Plant,Biomass (dedicated),Biomass (dedicated),41.55211134937478,Bramford,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,41.55211134937478
King's Yard,Biomass (dedicated),Biomass (dedicated),8.717226157211494,London,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,8.717226157211494
Ridham CHP Plant,Biomass (dedicated),Biomass (dedicated),72.64355131009577,Kemsley,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,72.64355131009577
Margam Green Energy Plant,Biomass (dedicated),Biomass (dedicated),116.22968209615324,Melksham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,116.22968209615324
Lynemouth Power Station,Biomass (dedicated),Biomass (dedicated),1220.411662009609,Stella West,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,1220.411662009609
Holbrook Community Renewable Energy Centre,Biomass (dedicated),Biomass (dedicated),18.887323340624903,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,18.887323340624903
Cramlington CHP,Biomass (dedicated),Biomass (dedicated),80.48905485158612,Stella West,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,80.48905485158612
Markley Group (Premiere Kitckens) Biomass,Biomass (dedicated),Biomass (dedicated),6.1020583100480446,Melksham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,6.1020583100480446
Heathrow Airport Biomass CHP,Biomass (dedicated),Biomass (dedicated),5.230335694326896,London,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,5.230335694326896
Bentwaters CHP,Biomass (dedicated),Biomass (dedicated),13.366413441057624,Bramford,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,13.366413441057624
SAICA Paper Mill,Biomass (dedicated),Biomass (dedicated),120.87886937999936,Daines,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,120.87886937999936
Eco Composting,Biomass (dedicated),Biomass (dedicated),9.29837456769226,S.W.Penisula,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,9.29837456769226
Rothes Bio-Plant,Biomass (dedicated),Biomass (dedicated),0.0,Beauly,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Beckton Gas Pressure Reduction Station,Biomass (dedicated),Biomass (dedicated),55.20909899567279,London,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,55.20909899567279
Brigg Renewable Energy Plant (Re-submission),Biomass (dedicated),Biomass (dedicated),116.22968209615324,Keadby,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,116.22968209615324
Tilbury Green Power,Biomass (dedicated),Biomass (dedicated),124.94690825336473,Kemsley,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,124.94690825336473
Markinch Biomass CHP Plant,Biomass (dedicated),Biomass (dedicated),0.0,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Templeborough Biomass Power Plant- Rotherham,Biomass (dedicated),Biomass (dedicated),122.0411662009609,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,122.0411662009609
Blackburn Meadows Biomass Plant,Biomass (dedicated),Biomass (dedicated),87.17226157211493,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,87.17226157211493
Diageo Biomass Energy Project,Biomass (dedicated),Biomass (dedicated),0.0,Denny/Bonnybridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Discovery Park,Biomass (dedicated),Biomass (dedicated),46.4918728384613,Sellindge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,46.4918728384613
Drax Biomass Power Station - Unit 3,Biomass (dedicated),Biomass (dedicated),1874.203623800471,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,1874.203623800471
King George Dock,Biomass (dedicated),Biomass (dedicated),26.151678471634483,Keadby,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,26.151678471634483
Northampton General Hospital,Biomass (dedicated),Biomass (dedicated),5.520909899567279,Sundon/East Claydon,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,5.520909899567279
Snetterton Biomass Plant,Biomass (dedicated),Biomass (dedicated),128.43379871624933,Bramford,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,128.43379871624933
Speyside Biomass CHP Plant,Biomass (dedicated),Biomass (dedicated),0.0,Beauly,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Widnes 3MG Biomass/Mersey Bioenergy (CHP) Plant,Biomass (dedicated),Biomass (dedicated),58.11484104807662,Deeside,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,58.11484104807662
Drax Biomass Power Station - Unit 2,Biomass (dedicated),Biomass (dedicated),1874.203623800471,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,1874.203623800471
Stevens Croft,Biomass (dedicated),Biomass (dedicated),146.4493994411531,Harker,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,146.4493994411531
Macphie of Glenbervie,Biomass (dedicated),Biomass (dedicated),0.0,Peterhead,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Sleaford Renewable Energy Plant,Biomass (dedicated),Biomass (dedicated),116.22968209615324,Ratcliffe,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,116.22968209615324
Sustainable Power and Research Campus,Biomass (dedicated),Biomass (dedicated),0.0,Torness,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Whitemoor,Biomass (dedicated),Biomass (dedicated),52.303356943268966,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,52.303356943268966
Daventry,Biomass (dedicated),Biomass (dedicated),2.905742052403831,Sundon/East Claydon,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,2.905742052403831
The Sawmill,Biomass (dedicated),Biomass (dedicated),19.759045956346053,Ratcliffe,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,19.759045956346053
Felinfach,Biomass (dedicated),Biomass (dedicated),9.29837456769226,Deeside,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,9.29837456769226
Acharn Forest Killin Biomass Plant,Biomass (dedicated),Biomass (dedicated),0.0,Errochty,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Hull Biomass Plant (Tansterne power station),Biomass (dedicated),Biomass (dedicated),63.92632515288428,Keadby,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,63.92632515288428
Pulteney Distillery,Biomass (dedicated),Biomass (dedicated),0.0,Peterhead,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Harbour Road,Biomass (dedicated),Biomass (dedicated),0.0,Neilston,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Barnsley 1.5,Biomass (dedicated),Biomass (dedicated),26.151678471634483,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,26.151678471634483
Spalding.1,Biomass (dedicated),Biomass (dedicated),42.13325975985556,Walpole,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,42.13325975985556
Balderton,Biomass (dedicated),Biomass (dedicated),58.98656366379777,Ratcliffe,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,58.98656366379777
Liberty Steel Power Station,Biomass (dedicated),Biomass (dedicated),26.151678471634483,Melksham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,26.151678471634483
JG Pears' animal rendering facility,Biomass (dedicated),Biomass (dedicated),34.868904628845975,Keadby,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,34.868904628845975
Blazer Fuels,Biomass (dedicated),Biomass (dedicated),8.717226157211494,Deeside,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,8.717226157211494
Loicher Lane,Biomass (dedicated),Biomass (dedicated),23.24593641923065,Th. Marsh/Stocksbridge,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,23.24593641923065
Safran Landing Systems Service,Biomass (dedicated),Biomass (dedicated),10.460671388653791,Feckenham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,10.460671388653791
ABP Ellesmere Abbatoir,Biomass (dedicated),Biomass (dedicated),3.196316257644214,Deeside,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,3.196316257644214
Alscot,Biomass (dedicated),Biomass (dedicated),4.64918728384613,Feckenham,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,4.64918728384613
Ipswich Hospital Energy Centre,Biomass (dedicated),Biomass (dedicated),7.554929336249961,Bramford,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,7.554929336249961
Drax Biomass Power Station - Unit 4,Biomass (dedicated),Biomass (dedicated),1874.203623800471,Thornton/Drax/Eggborough,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,1874.203623800471
Liberty Steel Dalzell,Biomass (dedicated),Biomass (dedicated),0.0,Strathaven,44.0,1.0,1.0,0.73,PQ,0,0,0,1,0,0.0
Sutton Bridge CCS Biomass,CCS Biomass,CCS Biomass,277.1292,Walpole,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,277.1292
Baglan Bay CCS Biomass,CCS Biomass,CCS Biomass,175.95506,Melksham,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,175.95506
Severn Power CCS Biomass,CCS Biomass,CCS Biomass,287.61887,Melksham,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,287.61887
Blackburn CCS Biomass,CCS Biomass,CCS Biomass,20.302507,Penwortham,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,20.302507
Damhead Creek CCS Biomass,CCS Biomass,CCS Biomass,272.39197,Kemsley,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,272.39197
Rye House CCS Biomass,CCS Biomass,CCS Biomass,241.93822,Pelham,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,241.93822
Shoreham CCS Biomass,CCS Biomass,CCS Biomass,142.11755,Lovedean,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,142.11755
Castleford CCS Biomass,CCS Biomass,CCS Biomass,18.949007,Thornton/Drax/Eggborough,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,18.949007
Sandbach CCS Biomass,CCS Biomass,CCS Biomass,18.949007,Daines,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,18.949007
Thornhill CCS Biomass,CCS Biomass,CCS Biomass,16.918756,Th. Marsh/Stocksbridge,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,16.918756
West Burton CCGT CCS Biomass,CCS Biomass,CCS Biomass,450.71567,Keadby,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,450.71567
South Humber Bank CCS Biomass,CCS Biomass,CCS Biomass,461.88205,Keadby,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,461.88205
Langage CCS Biomass,CCS Biomass,CCS Biomass,306.2295,S.W.Penisula,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,306.2295
Corby CCS Biomass,CCS Biomass,CCS Biomass,137.71867,Ratcliffe,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,137.71867
Carrington CCS Biomass,CCS Biomass,CCS Biomass,307.92136,Daines,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,307.92136
Fellside CHP* CCS Biomass,CCS Biomass,CCS Biomass,52.448143,Harker,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,52.448143
Rocksavage CCS Biomass,CCS Biomass,CCS Biomass,274.08386,Deeside,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,274.08386
Coryton CCS Biomass,CCS Biomass,CCS Biomass,270.7001,Kemsley,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,270.7001
Spalding CCS Biomass,CCS Biomass,CCS Biomass,321.45636,Walpole,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,321.45636
Marchwood CCS Biomass,CCS Biomass,CCS Biomass,303.86087,Lovedean,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,303.86087
Didcot B CCS Biomass,CCS Biomass,CCS Biomass,490.64392,Bramley,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,490.64392
Great Yarmouth CCS Biomass,CCS Biomass,CCS Biomass,142.11755,Bramford,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,142.11755
Little Barford CCS Biomass,CCS Biomass,CCS Biomass,244.64522,Sundon/East Claydon,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,244.64522
Pembroke CCS Biomass,CCS Biomass,CCS Biomass,744.0869,Melksham,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,744.0869
Staythorpe C CCS Biomass,CCS Biomass,CCS Biomass,599.6007,Ratcliffe,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,599.6007
Seabank CCS Biomass,CCS Biomass,CCS Biomass,417.5549,Melksham,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,417.5549
Peterhead CCS Biomass,CCS Biomass,CCS Biomass,0.0,Peterhead,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Keadby CCS Biomass,CCS Biomass,CCS Biomass,248.70572,Keadby,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,248.70572
Medway CCS Biomass,CCS Biomass,CCS Biomass,255.47322,Kemsley,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,255.47322
Saltend* CCS Biomass,CCS Biomass,CCS Biomass,406.05014,Keadby,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,406.05014
Cottam Development Centre CCS Biomass,CCS Biomass,CCS Biomass,150.57693,Keadby,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,150.57693
Enfield CCS Biomass,CCS Biomass,CCS Biomass,138.05705,London,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,138.05705
Grain CHP* CCS Biomass,CCS Biomass,CCS Biomass,513.31506,Kemsley,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,513.31506
VPI Immingham* CCS Biomass,CCS Biomass,CCS Biomass,423.64566,Keadby,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,423.64566
Connahs Quay CCS Biomass,CCS Biomass,CCS Biomass,466.95767,Deeside,120.0,1.0,1.0,1.0,PQ,0,0,0,1,0,466.95767
Sutton Bridge,Natural Gas,CCGT,0.0,Walpole,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Baglan Bay,Natural Gas,CCGT,0.0,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Severn Power,Natural Gas,CCGT,0.0,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Blackburn,Natural Gas,CCGT,0.0,Penwortham,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Damhead Creek,Natural Gas,CCGT,0.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Rye House,Natural Gas,CCGT,0.0,Pelham,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Shoreham,Natural Gas,CCGT,0.0,Lovedean,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Castleford,Natural Gas,CCGT,0.0,Thornton/Drax/Eggborough,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Sandbach,Natural Gas,CCGT,0.0,Daines,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Thornhill,Natural Gas,CCGT,0.0,Th. Marsh/Stocksbridge,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
West Burton CCGT,Natural Gas,CCGT,0.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
South Humber Bank,Natural Gas,CCGT,0.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Langage,Natural Gas,CCGT,0.0,S.W.Penisula,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Corby,Natural Gas,CCGT,0.0,Ratcliffe,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Carrington,Natural Gas,CCGT,0.0,Daines,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Fellside CHP*,Natural Gas,CCGT,0.0,Harker,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Rocksavage,Natural Gas,CCGT,0.0,Deeside,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Coryton,Natural Gas,CCGT,0.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Spalding,Natural Gas,CCGT,0.0,Walpole,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Marchwood,Natural Gas,CCGT,0.0,Lovedean,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Didcot B,Natural Gas,CCGT,0.0,Bramley,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Great Yarmouth,Natural Gas,CCGT,0.0,Bramford,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Little Barford,Natural Gas,CCGT,0.0,Sundon/East Claydon,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Pembroke,Natural Gas,CCGT,0.0,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Staythorpe C,Natural Gas,CCGT,0.0,Ratcliffe,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Seabank,Natural Gas,CCGT,0.0,Melksham,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Peterhead,Natural Gas,CCGT,0.0,Peterhead,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Keadby,Natural Gas,CCGT,0.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Medway,Natural Gas,CCGT,0.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Saltend*,Natural Gas,CCGT,0.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Cottam Development Centre,Natural Gas,CCGT,0.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Enfield,Natural Gas,CCGT,0.0,London,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Grain CHP*,Natural Gas,CCGT,0.0,Kemsley,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
VPI Immingham*,Natural Gas,CCGT,0.0,Keadby,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Connahs Quay,Natural Gas,CCGT,0.0,Deeside,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
Peterborough,Natural Gas,OCGT,0.0,Walpole,,1.0,1.0,1.0,PQ,0,0,0,1,0,0.0
